handle,item_code,name,dimension,product_group,unit,list_eur,eur_fob,cbm,cbm_method,landed_thb,landed_thb_raw,logistics_pct,logistics_clamp,retail_thb,retail_usd,retail_eur,retail_sgd,freight_thb,duty_thb,vat_thb
4soft-a2-03z-50uv,A2-03Z-50UV,"Triangle 100 cm with graphics, letter or number - UV colours",2D,A-basic shapes,each,140.0,112.0,0.0,flat_uplift,7799.72,6885.2,0.8,floored,13909.5,390.92,336.0,499.81,1516.612720000001,584.98,450.43
4soft-a2-04z-00,A2-04Z-00,"Triangle 40 cm with graphics, letter or number (1 pc) - standard colours",2D,A-basic shapes,each,54.0,43.2,0.0002,dims_scaled,5849.79,40141.87,2.5,capped,10432.13,293.19,252.0,374.86,15000,1668.81,1284.98
4soft-a2-04z-50uv,A2-04Z-50UV,"Triangle 40 cm with graphics, letter or number - UV colours",2D,A-basic shapes,each,67.0,53.6,0.0,flat_uplift,3732.72,3295.05,0.8,floored,6656.68,187.08,160.8,239.19,725.8075160000003,279.95,215.56
4soft-a3-01a-00,A3-01A-00,Square 19 cm - standard colours,2D,A-basic shapes,each,21.0,16.8,0.0001,dims_scaled,2274.92,38927.68,2.5,capped,4056.94,114.02,98.0,145.78,15000,1565.65,1205.55
4soft-a3-01a-50uv,A3-01A-50UV,Square 19 cm - UV colours,2D,A-basic shapes,each,26.0,20.8,0.0,flat_uplift,1448.52,1278.68,0.8,floored,2583.19,72.6,62.4,92.82,281.65664800000013,108.64,83.65
4soft-a3-01b-00,A3-01B-00,Square 30 cm - standard colours,2D,A-basic shapes,each,27.0,21.6,0.0,flat_uplift,1504.23,1327.86,0.8,floored,2682.54,75.39,64.8,96.39,292.4895960000001,112.82,86.87
4soft-a3-01b-01,A3-01B-01,Square 30 cm - red,2D,A-basic shapes,each,27.0,21.6,0.0,flat_uplift,1504.23,1327.86,0.8,floored,2682.54,75.39,64.8,96.39,292.4895960000001,112.82,86.87
4soft-a3-01b-07,A3-01B-07,Square 30 cm - black,2D,A-basic shapes,each,27.0,21.6,0.0,flat_uplift,1504.23,1327.86,0.8,floored,2682.54,75.39,64.8,96.39,292.4895960000001,112.82,86.87
4soft-a3-01b-09,A3-01B-09,Square 30 cm - rose,2D,A-basic shapes,each,27.0,21.6,0.0,flat_uplift,1504.23,1327.86,0.8,floored,2682.54,75.39,64.8,96.39,292.4895960000001,112.82,86.87
4soft-a3-01b-50uv,A3-01B-50UV,Square 30 cm - UV colours,2D,A-basic shapes,each,32.0,25.6,0.0,flat_uplift,1782.79,1573.77,0.8,floored,3179.31,89.35,76.8,114.24,346.65433600000006,133.71,102.96
4soft-a3-01b-51uv,A3-01B-51UV,Square 30 cm - UV sky blue,2D,A-basic shapes,each,32.0,25.6,0.0,flat_uplift,1782.79,1573.77,0.8,floored,3179.31,89.35,76.8,114.24,346.65433600000006,133.71,102.96
4soft-a3-01b-52uv,A3-01B-52UV,Square 30 cm - UV yellow,2D,A-basic shapes,each,32.0,25.6,0.0,flat_uplift,1782.79,1573.77,0.8,floored,3179.31,89.35,76.8,114.24,346.65433600000006,133.71,102.96
4soft-a3-01b-53uv,A3-01B-53UV,Square 30 cm - UV may green,2D,A-basic shapes,each,32.0,25.6,0.0,flat_uplift,1782.79,1573.77,0.8,floored,3179.31,89.35,76.8,114.24,346.65433600000006,133.71,102.96
4soft-a3-01b-57uv,A3-01B-57UV,Square 30 cm - UV rainbow blue,2D,A-basic shapes,each,32.0,25.6,0.0,flat_uplift,1782.79,1573.77,0.8,floored,3179.31,89.35,76.8,114.24,346.65433600000006,133.71,102.96
4soft-a3-01c-00,A3-01C-00,Square 35 cm  - standard colours,2D,A-basic shapes,each,30.0,24.0,0.0,flat_uplift,1671.37,1475.4,0.8,floored,2980.61,83.77,72.0,107.1,324.9884400000001,125.35,96.52
4soft-a3-01c-02,A3-01C-02,Square 35 cm  - beige,2D,A-basic shapes,each,30.0,24.0,0.0,flat_uplift,1671.37,1475.4,0.8,floored,2980.61,83.77,72.0,107.1,324.9884400000001,125.35,96.52
4soft-a3-01c-50uv,A3-01C-50UV,Square 35 cm - UV colours,2D,A-basic shapes,each,38.0,30.4,0.0,flat_uplift,2117.07,1868.84,0.8,floored,3775.44,106.11,91.2,135.66,411.6520240000002,158.78,122.26
4soft-a3-01d-00,A3-01D-00,Square 40 cm  - standard colours,2D,A-basic shapes,each,36.0,28.8,0.0,flat_uplift,2005.64,1770.48,0.8,floored,3576.72,100.52,86.4,128.52,389.98612800000024,150.42,115.83
4soft-a3-01d-50uv,A3-01D-50UV,Square 40 cm - UV colours,2D,A-basic shapes,each,44.0,35.2,0.0,flat_uplift,2451.34,2163.92,0.8,floored,4371.56,122.86,105.6,157.08,476.64971200000014,183.85,141.56
4soft-a3-01d-54uv,A3-01D-54UV,Square 40 cm - UV purple,2D,A-basic shapes,each,44.0,35.2,0.0,flat_uplift,2451.34,2163.92,0.8,floored,4371.56,122.86,105.6,157.08,476.64971200000014,183.85,141.56
4soft-a3-01d-55uv,A3-01D-55UV,Square 40 cm - UV pearl,2D,A-basic shapes,each,44.0,35.2,0.0,flat_uplift,2451.34,2163.92,0.8,floored,4371.56,122.86,105.6,157.08,476.64971200000014,183.85,141.56
4soft-a3-01d-65uv,A3-01D-65UV,Square 40 cm - UV middle grey,2D,A-basic shapes,each,44.0,35.2,0.0,flat_uplift,2451.34,2163.92,0.8,floored,4371.56,122.86,105.6,157.08,476.64971200000014,183.85,141.56
4soft-a3-01e-00,A3-01E-00,Square 50 cm - standard colours,2D,A-basic shapes,each,42.0,33.6,0.0,flat_uplift,2339.92,2065.56,0.8,floored,4172.86,117.28,100.8,149.94,454.98381600000016,175.49,135.13
4soft-a3-01e-01,A3-01E-01,Square 50 cm - red,2D,A-basic shapes,each,42.0,33.6,0.0,flat_uplift,2339.92,2065.56,0.8,floored,4172.86,117.28,100.8,149.94,454.98381600000016,175.49,135.13
4soft-a3-01e-04,A3-01E-04,Square 50 cm - signal green,2D,A-basic shapes,each,42.0,33.6,0.0,flat_uplift,2339.92,2065.56,0.8,floored,4172.86,117.28,100.8,149.94,454.98381600000016,175.49,135.13
4soft-a3-01e-09,A3-01E-09,Square 50 cm - rose,2D,A-basic shapes,each,42.0,33.6,0.0,flat_uplift,2339.92,2065.56,0.8,floored,4172.86,117.28,100.8,149.94,454.98381600000016,175.49,135.13
4soft-a3-01e-50uv,A3-01E-50UV,Square 50 cm - UV colours,2D,A-basic shapes,each,54.0,43.2,0.0,flat_uplift,3008.46,2655.72,0.8,floored,5365.09,150.78,129.6,192.78,584.9791920000002,225.63,173.74
4soft-a3-01e-52uv,A3-01E-52UV,Square 50 cm - UV yellow,2D,A-basic shapes,each,54.0,43.2,0.0,flat_uplift,3008.46,2655.72,0.8,floored,5365.09,150.78,129.6,192.78,584.9791920000002,225.63,173.74
4soft-a3-01e-53uv,A3-01E-53UV,Square 50 cm - UV may green,2D,A-basic shapes,each,54.0,43.2,0.0,flat_uplift,3008.46,2655.72,0.8,floored,5365.09,150.78,129.6,192.78,584.9791920000002,225.63,173.74
4soft-a3-01e-57uv,A3-01E-57UV,Square 50 cm - UV rainbow blue,2D,A-basic shapes,each,54.0,43.2,0.0,flat_uplift,3008.46,2655.72,0.8,floored,5365.09,150.78,129.6,192.78,584.9791920000002,225.63,173.74
4soft-a3-01e-59uv,A3-01E-59UV,Square 50 cm - UV orange,2D,A-basic shapes,each,54.0,43.2,0.0,flat_uplift,3008.46,2655.72,0.8,floored,5365.09,150.78,129.6,192.78,584.9791920000002,225.63,173.74
4soft-a3-01f-00,A3-01F-00,Square 60 cm - standard colours,2D,A-basic shapes,each,54.0,43.2,0.0,flat_uplift,3008.46,2655.72,0.8,floored,5365.09,150.78,129.6,192.78,584.9791920000002,225.63,173.74
4soft-a3-01f-50uv,A3-01F-50UV,Square 60 cm - UV colours,2D,A-basic shapes,each,75.0,60.0,0.0,flat_uplift,4178.42,3688.5,0.8,floored,7451.52,209.42,180.0,267.75,812.4711000000002,313.38,241.3
4soft-a3-01g-00,A3-01G-00,Square 70 cm - standard colours,2D,A-basic shapes,each,69.0,55.2,0.0,flat_uplift,3844.15,3393.42,0.8,floored,6855.4,192.67,165.6,246.33,747.4734120000003,288.31,222.0
4soft-a3-01g-50uv,A3-01G-50UV,Square 70 cm - UV colours,2D,A-basic shapes,each,92.0,73.6,0.0,flat_uplift,5125.53,4524.56,0.8,floored,9140.53,256.89,220.8,328.44,996.6312160000002,384.41,296.0
4soft-a3-01h-00,A3-01H-00,Square 100 cm - standard colours,2D,A-basic shapes,each,129.0,103.2,0.0,flat_uplift,7186.89,6344.23,0.8,floored,12816.62,360.2,309.6,460.54,1397.450292000001,539.02,415.04
4soft-a3-01h-01,A3-01H-01,Square 100 cm - red,2D,A-basic shapes,each,129.0,103.2,0.0,flat_uplift,7186.89,6344.23,0.8,floored,12816.62,360.2,309.6,460.54,1397.450292000001,539.02,415.04
4soft-a3-01h-50uv,A3-01H-50UV,Square 100 cm - UV colours,2D,A-basic shapes,each,178.0,142.4,0.0,flat_uplift,9916.79,8754.04,0.8,floored,17684.94,497.02,427.2,635.47,1928.264744000001,743.76,572.69
4soft-a3-01h-52uv,A3-01H-52UV,Square 100 cm - UV yellow,2D,A-basic shapes,each,178.0,142.4,0.0,flat_uplift,9916.79,8754.04,0.8,floored,17684.94,497.02,427.2,635.47,1928.264744000001,743.76,572.69
4soft-a3-01h-53uv,A3-01H-53UV,Square 100 cm - UV may green,2D,A-basic shapes,each,178.0,142.4,0.0,flat_uplift,9916.79,8754.04,0.8,floored,17684.94,497.02,427.2,635.47,1928.264744000001,743.76,572.69
4soft-a3-01h-57uv,A3-01H-57UV,Square 100 cm - UV rainbow blue,2D,A-basic shapes,each,178.0,142.4,0.0,flat_uplift,9916.79,8754.04,0.8,floored,17684.94,497.02,427.2,635.47,1928.264744000001,743.76,572.69
4soft-a3-02z-00,A3-02Z-00,"Square 50 cm - with graphics, letter or number (1 pc) - standard colours",2D,A-basic shapes,each,59.0,47.2,0.0004,dims_scaled,6391.44,40325.85,2.5,capped,11398.07,320.33,275.33,409.56,15000,1684.44,1297.02
4soft-a3-02z-50uv,A3-02Z-50UV,"Square 50 cm - with easy graphics, letter or number - UV colours",2D,A-basic shapes,each,70.0,56.0,0.0,flat_uplift,3899.86,3442.61,0.8,floored,6954.75,195.46,168.0,249.9,758.3063600000005,292.49,225.22
4soft-a3-03z-00,A3-03Z-00,"Square 40 cm - with graphics, letter or number (1 pc) - standard colours",2D,A-basic shapes,each,48.0,38.4,0.0002,dims_scaled,5199.82,39921.11,2.5,capped,9273.01,260.61,224.0,333.21,15000,1650.05,1270.54
4soft-a3-03z-50uv,A3-03Z-50UV,"Square 40 cm - with easy graphics, letter or number - UV colours",2D,A-basic shapes,each,57.0,45.6,0.0,flat_uplift,3175.6,2803.26,0.8,floored,5663.15,159.16,136.8,203.49,617.4780360000002,238.17,183.39
4soft-a3-04z-00,A3-04Z-00,"Square 30 cm - with graphics, letter or number (1 pc) - standard colours",2D,A-basic shapes,each,39.0,31.2,0.0001,dims_scaled,4224.85,39589.96,2.5,capped,7534.32,211.75,182.0,270.73,15000,1621.92,1248.88
4soft-a3-04z-50uv,A3-04Z-50UV,"Square 30 cm - with easy graphics, letter or number - UV colours",2D,A-basic shapes,each,48.0,38.4,0.0,flat_uplift,2674.19,2360.63,0.8,floored,4768.97,134.03,115.2,171.36,519.9815040000001,200.56,154.43
4soft-a4-01a-00,A4-01A-00,Rectangle 15 x 20 cm - standard colours,2D,A-basic shapes,each,20.0,16.0,0.0,flat_uplift,1114.25,983.6,0.8,floored,1987.08,55.85,48.0,71.4,216.6589600000001,83.57,64.35
4soft-a4-01a-50uv,A4-01A-50UV,Rectangle 15 x 20 cm - UV colours,2D,A-basic shapes,each,26.0,20.8,0.0,flat_uplift,1448.52,1278.68,0.8,floored,2583.19,72.6,62.4,92.82,281.65664800000013,108.64,83.65
4soft-a4-01b-00,A4-01B-00,Rectangle 28 x 40 cm - standard colours,2D,A-basic shapes,each,37.0,29.6,0.0,flat_uplift,2061.36,1819.66,0.8,floored,3676.09,103.31,88.8,132.09,400.8190760000002,154.6,119.04
4soft-a4-01b-04,A4-01B-04,Rectangle 28 x 40 cm - signal green,2D,A-basic shapes,each,37.0,29.6,0.0,flat_uplift,2061.36,1819.66,0.8,floored,3676.09,103.31,88.8,132.09,400.8190760000002,154.6,119.04
4soft-a4-01b-05,A4-01B-05,Rectangle 28 x 40 cm - brown,2D,A-basic shapes,each,37.0,29.6,0.0,flat_uplift,2061.36,1819.66,0.8,floored,3676.09,103.31,88.8,132.09,400.8190760000002,154.6,119.04
4soft-a4-01b-09,A4-01B-09,Rectangle 28 x 40 cm - rose,2D,A-basic shapes,each,37.0,29.6,0.0,flat_uplift,2061.36,1819.66,0.8,floored,3676.09,103.31,88.8,132.09,400.8190760000002,154.6,119.04
4soft-a4-01b-50uv,A4-01B-50UV,Rectangle 28 x 40 cm - UV colours,2D,A-basic shapes,each,46.0,36.8,0.0,flat_uplift,2562.77,2262.28,0.8,floored,4570.27,128.44,110.4,164.22,498.3156080000001,192.21,148.0
4soft-a4-01b-52uv,A4-01B-52UV,Rectangle 28 x 40 cm - UV yellow,2D,A-basic shapes,each,46.0,36.8,0.0,flat_uplift,2562.77,2262.28,0.8,floored,4570.27,128.44,110.4,164.22,498.3156080000001,192.21,148.0
4soft-a4-01b-53uv,A4-01B-53UV,Rectangle 28 x 40 cm - UV may green,2D,A-basic shapes,each,46.0,36.8,0.0,flat_uplift,2562.77,2262.28,0.8,floored,4570.27,128.44,110.4,164.22,498.3156080000001,192.21,148.0
4soft-a4-01b-57uv,A4-01B-57UV,Rectangle 28 x 40 cm - UV rainbow blue,2D,A-basic shapes,each,46.0,36.8,0.0,flat_uplift,2562.77,2262.28,0.8,floored,4570.27,128.44,110.4,164.22,498.3156080000001,192.21,148.0
4soft-a4-01b-59uv,A4-01B-59UV,Rectangle 28 x 40 cm - UV orange,2D,A-basic shapes,each,46.0,36.8,0.0,flat_uplift,2562.77,2262.28,0.8,floored,4570.27,128.44,110.4,164.22,498.3156080000001,192.21,148.0
4soft-a4-01c-00,A4-01C-00,Rectangle 25 x 50 cm - standard colours,2D,A-basic shapes,each,40.0,32.0,0.0,flat_uplift,2228.49,1967.21,0.8,floored,3974.14,111.69,96.0,142.8,433.3179200000002,167.14,128.7
4soft-a4-01c-01,A4-01C-01,Rectangle 25 x 50 cm - red,2D,A-basic shapes,each,40.0,32.0,0.0,flat_uplift,2228.49,1967.21,0.8,floored,3974.14,111.69,96.0,142.8,433.3179200000002,167.14,128.7
4soft-a4-01c-03,A4-01C-03,Rectangle 25 x 50 cm - earth yellow,2D,A-basic shapes,each,40.0,32.0,0.0,flat_uplift,2228.49,1967.21,0.8,floored,3974.14,111.69,96.0,142.8,433.3179200000002,167.14,128.7
4soft-a4-01c-04,A4-01C-04,Rectangle 25 x 50 cm - signal green,2D,A-basic shapes,each,40.0,32.0,0.0,flat_uplift,2228.49,1967.21,0.8,floored,3974.14,111.69,96.0,142.8,433.3179200000002,167.14,128.7
4soft-a4-01c-09,A4-01C-09,Rectangle 25 x 50 cm - rose,2D,A-basic shapes,each,40.0,32.0,0.0,flat_uplift,2228.49,1967.21,0.8,floored,3974.14,111.69,96.0,142.8,433.3179200000002,167.14,128.7
4soft-a4-01c-50uv,A4-01C-50UV,Rectangle 25 x 50 cm - UV colours,2D,A-basic shapes,each,49.0,39.2,0.0,flat_uplift,2729.9,2409.82,0.8,floored,4868.32,136.82,117.6,174.93,530.8144520000003,204.74,157.65
4soft-a4-01c-52uv,A4-01C-52UV,Rectangle 25 x 50 cm - UV yellow,2D,A-basic shapes,each,49.0,39.2,0.0,flat_uplift,2729.9,2409.82,0.8,floored,4868.32,136.82,117.6,174.93,530.8144520000003,204.74,157.65
4soft-a4-01c-53uv,A4-01C-53UV,Rectangle 25 x 50 cm - UV may green,2D,A-basic shapes,each,49.0,39.2,0.0,flat_uplift,2729.9,2409.82,0.8,floored,4868.32,136.82,117.6,174.93,530.8144520000003,204.74,157.65
4soft-a4-01c-57uv,A4-01C-57UV,Rectangle 25 x 50 cm - UV rainbow blue,2D,A-basic shapes,each,49.0,39.2,0.0,flat_uplift,2729.9,2409.82,0.8,floored,4868.32,136.82,117.6,174.93,530.8144520000003,204.74,157.65
4soft-a4-01c-59uv,A4-01C-59UV,Rectangle 25 x 50 cm - UV orange,2D,A-basic shapes,each,49.0,39.2,0.0,flat_uplift,2729.9,2409.82,0.8,floored,4868.32,136.82,117.6,174.93,530.8144520000003,204.74,157.65
4soft-a4-01d-00,A4-01D-00,Rectangle 30 x 63 cm - standard colours,2D,A-basic shapes,each,44.0,35.2,0.0,flat_uplift,2451.34,2163.92,0.8,floored,4371.56,122.86,105.6,157.08,476.64971200000014,183.85,141.56
4soft-a4-01d-02,A4-01D-02,Rectangle 30 x 63 cm - beige,2D,A-basic shapes,each,44.0,35.2,0.0,flat_uplift,2451.34,2163.92,0.8,floored,4371.56,122.86,105.6,157.08,476.64971200000014,183.85,141.56
4soft-a4-01d-50uv,A4-01D-50UV,Rectangle 30 x 63 cm - UV colours,2D,A-basic shapes,each,53.0,42.4,0.0,flat_uplift,2952.75,2606.54,0.8,floored,5265.74,147.99,127.2,189.21,574.146244,221.46,170.52
4soft-a4-01e-00,A4-01E-00,Rectangle 30 x 85 cm - standard colours,2D,A-basic shapes,each,52.0,41.6,0.0,flat_uplift,2897.04,2557.36,0.8,floored,5166.39,145.2,124.8,185.64,563.3132960000003,217.28,167.3
4soft-a4-01e-50uv,A4-01E-50UV,Rectangle 30 x 85 cm - UV colours,2D,A-basic shapes,each,66.0,52.8,0.0,flat_uplift,3677.01,3245.89,0.8,floored,6557.33,184.29,158.4,235.62,714.9745680000003,275.78,212.35
4soft-a4-01e-53uv,A4-01E-53UV,Rectangle 30 x 85 cm - UV may green,2D,A-basic shapes,each,67.0,53.6,0.0,flat_uplift,3732.72,3295.05,0.8,floored,6656.68,187.08,160.8,239.19,725.8075160000003,279.95,215.56
4soft-a4-01e-59uv,A4-01E-59UV,Rectangle 30 x 85 cm - UV orange,2D,A-basic shapes,each,67.0,53.6,0.0,flat_uplift,3732.72,3295.05,0.8,floored,6656.68,187.08,160.8,239.19,725.8075160000003,279.95,215.56
4soft-a4-01f-00,A4-01F-00,Rectangle 70 x 90 cm - standard colours,2D,A-basic shapes,each,97.0,77.6,0.0,flat_uplift,5404.09,4770.47,0.8,floored,9637.29,270.85,232.8,346.29,1050.7959560000004,405.31,312.09
4soft-a4-01f-50uv,A4-01F-50UV,Rectangle 70 x 90 cm - UV colours,2D,A-basic shapes,each,122.0,97.6,0.0,flat_uplift,6796.9,5999.97,0.8,floored,12121.14,340.66,292.8,435.55,1321.6196560000008,509.77,392.52
4soft-a4-01g-00,A4-01G-00,Rectangle 50 x 100 cm - standard colours,2D,A-basic shapes,each,81.0,64.8,0.0,flat_uplift,4512.7,3983.58,0.8,floored,8047.65,226.17,194.4,289.17,877.4687880000001,338.45,260.61
4soft-a4-01g-01,A4-01G-01,Rectangle 50 x 100 cm - red,2D,A-basic shapes,each,81.0,64.8,0.0,flat_uplift,4512.7,3983.58,0.8,floored,8047.65,226.17,194.4,289.17,877.4687880000001,338.45,260.61
4soft-a4-01g-50uv,A4-01G-50UV,Rectangle 50 x 100 cm - UV colours,2D,A-basic shapes,each,104.0,83.2,0.0,flat_uplift,5794.08,5114.73,0.8,floored,10332.78,290.4,249.6,371.29,1126.6265920000005,434.56,334.61
4soft-a4-01g-52uv,A4-01G-52UV,Rectangle 50 x 100 cm - UV yellow,2D,A-basic shapes,each,104.0,83.2,0.0,flat_uplift,5794.08,5114.73,0.8,floored,10332.78,290.4,249.6,371.29,1126.6265920000005,434.56,334.61
4soft-a4-01g-53uv,A4-01G-53UV,Rectangle 50 x 100 cm - UV may green,2D,A-basic shapes,each,104.0,83.2,0.0,flat_uplift,5794.08,5114.73,0.8,floored,10332.78,290.4,249.6,371.29,1126.6265920000005,434.56,334.61
4soft-a4-01g-57uv,A4-01G-57UV,Rectangle 50 x 100 cm - UV rainbow blue,2D,A-basic shapes,each,104.0,83.2,0.0,flat_uplift,5794.08,5114.73,0.8,floored,10332.78,290.4,249.6,371.29,1126.6265920000005,434.56,334.61
4soft-a4-01h-00,A4-01H-00,Rectangle 75 x 100 cm - standard colours,2D,A-basic shapes,each,100.0,80.0,0.0,flat_uplift,5571.23,4918.0,0.8,floored,9935.36,279.23,240.0,357.01,1083.2948000000001,417.84,321.74
4soft-a4-01h-50uv,A4-01H-50UV,Rectangle 75 x 100 cm - UV colours,2D,A-basic shapes,each,137.0,109.6,0.0,flat_uplift,7632.59,6737.66,0.8,floored,13611.45,382.54,328.8,489.1,1484.1138760000003,572.44,440.78
4soft-a4-01i-00,A4-01I-00,Rectangle 30 x 70 cm - standard colours,2D,A-basic shapes,each,45.0,36.0,0.0,flat_uplift,2507.05,2213.1,0.8,floored,4470.91,125.65,108.0,160.65,487.4826600000001,188.03,144.78
4soft-a4-01i-50uv,A4-01I-50UV,Rectangle 30 x 70 cm - UV colours,2D,A-basic shapes,each,53.0,42.4,0.0,flat_uplift,2952.75,2606.54,0.8,floored,5265.74,147.99,127.2,189.21,574.146244,221.46,170.52
4soft-a4-02z-00,A4-02Z-00,"Rectangle 28 x 40 cm with graphics, letter or number (1 pc) - standard colours",2D,A-basic shapes,each,44.0,35.2,0.0002,dims_scaled,4766.5,39773.93,2.5,capped,8500.26,238.89,205.33,305.44,15000,1637.55,1260.91
4soft-a4-02z-50uv,A4-02Z-50UV,"Rectangle 28 x 40 cm (with graphics, letter or number) - UV colours",2D,A-basic shapes,each,54.0,43.2,0.0,flat_uplift,3008.46,2655.72,0.8,floored,5365.09,150.78,129.6,192.78,584.9791920000002,225.63,173.74
4soft-a4-03z-00,A4-03Z-00,"Rectangle 25 x 50 cm with graphics, letter or number (1 pc) - standard colours",2D,A-basic shapes,each,46.0,36.8,0.0002,dims_scaled,4983.16,39847.53,2.5,capped,8886.64,249.75,214.67,319.32,15000,1643.8,1265.73
4soft-a4-03z-50uv,A4-03Z-50UV,"Rectangle 25 x 50 cm (with graphics, letter or number) - UV colours",2D,A-basic shapes,each,56.0,44.8,0.0,flat_uplift,3119.89,2754.08,0.8,floored,5563.8,156.37,134.4,199.92,606.645088,233.99,180.17
4soft-a5-01a-00,A5-01A-00,Star 17 cm - standard colours,2D,A-basic shapes,each,22.0,17.6,0.0,flat_uplift,1225.67,1081.96,0.8,floored,2185.78,61.43,52.8,78.54,238.32485600000007,91.93,70.78
4soft-a5-01a-03,A5-01A-03,Star 17 cm - earth yellow,2D,A-basic shapes,each,22.0,17.6,0.0,flat_uplift,1225.67,1081.96,0.8,floored,2185.78,61.43,52.8,78.54,238.32485600000007,91.93,70.78
4soft-a5-01a-12,A5-01A-12,Star 17 cm - pink,2D,A-basic shapes,each,22.0,17.6,0.0,flat_uplift,1225.67,1081.96,0.8,floored,2185.78,61.43,52.8,78.54,238.32485600000007,91.93,70.78
4soft-a5-01a-50uv,A5-01A-50UV,Star 17 cm - UV colours,2D,A-basic shapes,each,27.0,21.6,0.0,flat_uplift,1504.23,1327.86,0.8,floored,2682.54,75.39,64.8,96.39,292.4895960000001,112.82,86.87
4soft-a5-01a-51uv,A5-01A-51UV,Star 17 cm - UV sky blue,2D,A-basic shapes,each,27.0,21.6,0.0,flat_uplift,1504.23,1327.86,0.8,floored,2682.54,75.39,64.8,96.39,292.4895960000001,112.82,86.87
4soft-a5-01a-52uv,A5-01A-52UV,Star 17 cm - UV yellow,2D,A-basic shapes,each,27.0,21.6,0.0,flat_uplift,1504.23,1327.86,0.8,floored,2682.54,75.39,64.8,96.39,292.4895960000001,112.82,86.87
4soft-a5-01a-54uv,A5-01A-54UV,Star 17 cm - UV purple,2D,A-basic shapes,each,27.0,21.6,0.0,flat_uplift,1504.23,1327.86,0.8,floored,2682.54,75.39,64.8,96.39,292.4895960000001,112.82,86.87
4soft-a5-01a-55uv,A5-01A-55UV,Star 17 cm - UV pearl,2D,A-basic shapes,each,27.0,21.6,0.0,flat_uplift,1504.23,1327.86,0.8,floored,2682.54,75.39,64.8,96.39,292.4895960000001,112.82,86.87
4soft-a5-01a-57uv,A5-01A-57UV,Star 17 cm - UV rainbow blue,2D,A-basic shapes,each,27.0,21.6,0.0,flat_uplift,1504.23,1327.86,0.8,floored,2682.54,75.39,64.8,96.39,292.4895960000001,112.82,86.87
4soft-a5-01a-59uv,A5-01A-59UV,Star 17 cm - UV orange,2D,A-basic shapes,each,27.0,21.6,0.0,flat_uplift,1504.23,1327.86,0.8,floored,2682.54,75.39,64.8,96.39,292.4895960000001,112.82,86.87
4soft-a5-01b-00,A5-01B-00,Star 50 cm - standard colours,2D,A-basic shapes,each,32.0,25.6,0.0,flat_uplift,1782.79,1573.77,0.8,floored,3179.31,89.35,76.8,114.24,346.65433600000006,133.71,102.96
4soft-a5-01b-01,A5-01B-01,Star 50 cm - red,2D,A-basic shapes,each,32.0,25.6,0.0,flat_uplift,1782.79,1573.77,0.8,floored,3179.31,89.35,76.8,114.24,346.65433600000006,133.71,102.96
4soft-a5-01b-03,A5-01B-03,Star 50 cm - earth yellow,2D,A-basic shapes,each,32.0,25.6,0.0,flat_uplift,1782.79,1573.77,0.8,floored,3179.31,89.35,76.8,114.24,346.65433600000006,133.71,102.96
4soft-a5-01b-09,A5-01B-09,Star 50 cm - rose,2D,A-basic shapes,each,32.0,25.6,0.0,flat_uplift,1782.79,1573.77,0.8,floored,3179.31,89.35,76.8,114.24,346.65433600000006,133.71,102.96
4soft-a5-01b-12,A5-01B-12,Star 50 cm - pink,2D,A-basic shapes,each,32.0,25.6,0.0,flat_uplift,1782.79,1573.77,0.8,floored,3179.31,89.35,76.8,114.24,346.65433600000006,133.71,102.96
4soft-a5-01b-50uv,A5-01B-50UV,Star 50 cm - UV colours,2D,A-basic shapes,each,36.0,28.8,0.0,flat_uplift,2005.64,1770.48,0.8,floored,3576.72,100.52,86.4,128.52,389.98612800000024,150.42,115.83
4soft-a5-01b-51uv,A5-01B-51UV,Star 50 cm - UV sky blue,2D,A-basic shapes,each,36.0,28.8,0.0,flat_uplift,2005.64,1770.48,0.8,floored,3576.72,100.52,86.4,128.52,389.98612800000024,150.42,115.83
4soft-a5-01b-52uv,A5-01B-52UV,Star 50 cm - UV yellow,2D,A-basic shapes,each,36.0,28.8,0.0,flat_uplift,2005.64,1770.48,0.8,floored,3576.72,100.52,86.4,128.52,389.98612800000024,150.42,115.83
4soft-a5-01b-54uv,A5-01B-54UV,Star 50 cm - UV purple,2D,A-basic shapes,each,36.0,28.8,0.0,flat_uplift,2005.64,1770.48,0.8,floored,3576.72,100.52,86.4,128.52,389.98612800000024,150.42,115.83
4soft-a5-01b-57uv,A5-01B-57UV,Star 50 cm - UV rainbow blue,2D,A-basic shapes,each,36.0,28.8,0.0,flat_uplift,2005.64,1770.48,0.8,floored,3576.72,100.52,86.4,128.52,389.98612800000024,150.42,115.83
4soft-a5-01b-59uv,A5-01B-59UV,Star 50 cm - UV orange,2D,A-basic shapes,each,36.0,28.8,0.0,flat_uplift,2005.64,1770.48,0.8,floored,3576.72,100.52,86.4,128.52,389.98612800000024,150.42,115.83
4soft-a5-01c-00,A5-01C-00,Star 100 cm - standard colours,2D,A-basic shapes,each,81.0,64.8,0.0,flat_uplift,4512.7,3983.58,0.8,floored,8047.65,226.17,194.4,289.17,877.4687880000001,338.45,260.61
4soft-a5-01c-01,A5-01C-01,Star 100 cm - red,2D,A-basic shapes,each,81.0,64.8,0.0,flat_uplift,4512.7,3983.58,0.8,floored,8047.65,226.17,194.4,289.17,877.4687880000001,338.45,260.61
