code,name,list_eur,section,dimension,product_group,unit
A1-17A-57UV,Circle 50 cm - sit-lie down - UV rainbow blue,80.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-17B-01,Circle 50 cm - stand upright - red,68.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-17B-03,Circle 50 cm - stand upright - earth yellow,68.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-17B-05,Circle 50 cm - stand upright - brown,68.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-17B-53UV,Circle 50 cm - stand upright - UV may green,80.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-17B-57UV,Circle 50 cm - stand upright - UV rainbow blue,80.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-17C-01,Circle 50 cm -  squat - red,68.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-17C-03,Circle 50 cm -  squat - earth yellow,68.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-17C-05,Circle 50 cm - squat - brown,68.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-17C-53UV,Circle 50 cm -  squat - UV may green,80.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-17C-57UV,Circle 50 cm -  squat - UV rainbow blue,80.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-17D-01,Circle 50 cm - stretching - red,68.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-17D-03,Circle 50 cm - stretching - earth yellow,68.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-17D-05,Circle 50 cm - stretching - brown,68.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-17D-53UV,Circle 50 cm - stretching - UV may green,80.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-17D-57UV,Circle 50 cm - stretching - UV rainbow blue,80.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-17E-01,Circle 50 cm - pushups - red,68.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-17E-03,Circle 50 cm - pushups - earth yellow,68.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-17E-05,Circle 50 cm - pushups - brown,68.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-17E-07,Circle 50 cm - pushups - black,68.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-17E-53UV,Circle 50 cm - pushups - UV may green,80.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-17E-57UV,Circle 50 cm - pushups - UV rainbow blue,80.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-17F-01,Circle 50 cm - hoop - red,68.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-17F-03,Circle 50 cm - hoop - earth yellow,68.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-17F-04,Circle 50 cm - hoop - signal green,68.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-17F-53UV,Circle 50 cm - hoop - UV may green,80.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-17F-57UV,Circle 50 cm - hoop - UV rainbow blue,80.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-17G-01,Circle 50 cm - jump rope - red,68.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-17G-03,Circle 50 cm - jump rope - earth yellow,68.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-17G-04,Circle 50 cm - jump rope - signal green,68.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-17G-53UV,Circle 50 cm - jump rope - UV may green,80.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-17G-57UV,Circle 50 cm - jump rope - UV rainbow blue,80.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-17H-02,Circle 50 cm - jackknife sit up - beige,68.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-17H-53UV,Circle 50 cm - jackknife sit up - UV may green,80.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-17I-12,Circle 50 cm - sit up - pink,68.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-17I-53UV,Circle 50 cm - sit up - UV may green,80.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-17J-57UV,Circle 50 cm - stand upright - UV rainbow blue,80.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-17K-05,Circle 50 cm - squat - brown,68.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-17K-52UV,Circle 50 cm - squat - UV yellow,80.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-17L-52UV,Circle 50 cm - stretching - UV yellow,80.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-17L-59UV,Circle 50 cm - stretching - UV orange,80.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-17M-52UV,Circle 50 cm - pushups - UV yellow,80.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-17M-57UV,Circle 50 cm - pushups - UV rainbow blue,80.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-17N-54UV,Circle 50 cm - hoop - UV purple,80.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-17N-57UV,Circle 50 cm - hoop - UV rainbow blue,80.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-17O-09,Circle 50 cm - jump rope - rose,68.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-17O-52UV,Circle 50 cm - jump rope - UV yellow,80.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-17Z-00,"Circle 50 cm - with graphics, letter or number (1 pc) - standard colours",68.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-17Z-50UV,"Circle 50 cm - with graphics, letter or number - UV colours",80.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-18A-52UV,Circle 120 cm - squats (black) - UV yellow,299.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-18B-59UV,Circle 120 cm - bicycle crunchces (black) - UV orange,299.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-18C-56UV,Circle 120 cm - donkey kicks (black) - UV teal,299.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-18D-52UV,Circle 120 cm - plank (black) - UV yellow,299.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-18E-59UV,Circle 120 cm - side lying hip raises (black) - UV orange,299.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-18F-56UV,Circle 120 cm - cobra (black) - UV teal,299.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-18Z-00,"Circle 120 cm - with graphics, letter or number (1 pc) - standard colours",253.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-18Z-50UV,"Circle 120 cm - with graphics, letter or number - UV colours",299.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-19Z-00,"Circle 80 cm - with graphics, letter or number (1 pc) - standard colours",165.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-19Z-50UV,"Circle 80 cm - with graphics, letter or number - UV colours",190.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-20Z-00,"Circle 70 cm - with graphics, letter or number (1 pc) - standard colours",140.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-20Z-50UV,"Circle 70 cm - with graphics, letter or number - UV colours",167.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-21A-03,Circle 100 cm - sit-lie down - earth yellow,235.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-21B-03,Circle 100 cm - stand upright - earth yellow,235.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-21C-03,Circle 100 cm - squat - earth yellow,235.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-21D-03,Circle 100 cm - stretching - earth yellow,235.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-21E-03,Circle 100 cm - pushups - earth yellow,235.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-21Z-00,"Circle 100 cm - with graphics, letter or number (1 pc) - standard colours",235.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A1-21Z-50UV,"Circle 100 cm - with graphics, letter or number - UV colours",271.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A2-01A-00,Triangle 21 cm - standard colours,21.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A2-01A-02,Triangle 21 cm - beige,21.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A2-01A-06,Triangle 21 cm - capri blue,21.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A2-01A-07,Triangle 21 cm - black,21.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A2-01A-09,Triangle 21 cm - rose,21.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A2-01A-50UV,Triangle 21 cm - UV colours,25.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A2-01A-52UV,Triangle 21 cm - UV yellow,25.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A2-01A-53UV,Triangle 21 cm - UV may green,25.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A2-01A-57UV,Triangle 21 cm - UV rainbow blue,25.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A2-01A-59UV,Triangle 21 cm - UV orange,25.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A2-01B-00,Triangle 40 cm - standard colours,26.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A2-01B-05,Triangle 40 cm - brown,26.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A2-01B-50UV,Triangle 40 cm - UV colours,31.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A2-01B-52UV,Triangle 40 cm - UV yellow,31.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A2-01B-57UV,Triangle 40 cm - UV rainbow blue,31.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A2-01B-59UV,Triangle 40 cm - UV orange,31.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A2-01C-00,Triangle 50 cm - standard colours,40.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A2-01C-01,Triangle 50 cm - red,40.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A2-01C-04,Triangle 50 cm - signal green,40.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A2-01C-05,Triangle 50 cm - brown,40.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A2-01C-50UV,Triangle 50 cm - UV colours,48.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A2-01C-52UV,Triangle 50 cm - UV yellow,48.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A2-01C-53UV,Triangle 50 cm - UV may green,48.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A2-01C-57UV,Triangle 50 cm - UV rainvow blue,48.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A2-01C-65UV,Triangle 50 cm - UV middle grey,48.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A2-01D-00,Triangle 70 cm - standard colours,53.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A2-01D-02,Triangle 70 cm - beige,53.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A2-01D-03,Triangle 70 cm - earth yellow,53.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A2-01D-05,Triangle 70 cm - brown,53.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A2-01D-09,Triangle 70 cm - rose,53.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A2-01D-50UV,Triangle 70 cm - UV colours,66.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A2-01D-53UV,Triangle 70 cm - UV may green,66.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A2-01D-59UV,Triangle 70 cm - UV orange,66.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A2-01E-00,Triangle 100 cm - standard colours,84.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A2-01E-01,Triangle 100 cm - red,84.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A2-01E-50UV,Triangle 100 cm - UV colours,106.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A2-01E-52UV,Triangle 100 cm - UV yellow,106.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A2-01E-53UV,Triangle 100 cm - UV may green,106.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A2-01E-57UV,Triangle 100 cm - UV rainbow blue,106.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A2-02A-06,Triangle 50 cm - with left palm (beige) - capri blue,62.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A2-02A-09,Triangle 50 cm - with left palm (beige) - rose,62.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A2-02A-52UV,Triangle 50 cm - with left palm (black) - UV yellow,72.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A2-02A-53UV,Triangle 50 cm - with left palm (beige) - UV may green,72.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A2-02B-06,Triangle 50 cm - with right palm (beige) - capri blue,62.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A2-02B-09,Triangle 50 cm - with right palm (beige) - rose,62.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A2-02B-52UV,Triangle 50 cm - with right palm (black) - UV yellow,72.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A2-02B-53UV,Triangle 50 cm - with right palm (beige) - UV may green,72.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A2-02C-06,Triangle 50cm with left human footprint (beige) - capri blue,62.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A2-02C-09,Triangle 50cm with left human footprint (beige) - rose,62.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A2-02C-52UV,Triangle 50cm with left human footprint (black) - UV yellow,72.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A2-02C-53UV,Triangle 50cm with left human footprint (beige) - UV may green,72.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A2-02D-06,Triangle 50cm with right human footprint (beige) - capri blue,62.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A2-02D-09,Triangle 50cm with right human footprint (beige) - rose,62.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A2-02D-52UV,Triangle 50cm with right human footprint (black) - UV yellow,72.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A2-02D-53UV,Triangle 50cm with right human footprint (beige) - UV may green,72.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A2-02Z-00,"Triangle 50 cm with graphics, letter or number (1 pc) - standard colours",62.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A2-02Z-50UV,"Triangle 50 cm with graphics, letter or number - UV colours",72.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A2-03Z-00,"Triangle 100 cm with graphics, letter or number (1 pc) - standard colours",119.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A2-03Z-50UV,"Triangle 100 cm with graphics, letter or number - UV colours",140.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A2-04Z-00,"Triangle 40 cm with graphics, letter or number (1 pc) - standard colours",54.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A2-04Z-50UV,"Triangle 40 cm with graphics, letter or number - UV colours",67.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A3-01A-00,Square 19 cm - standard colours,21.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A3-01A-50UV,Square 19 cm - UV colours,26.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A3-01B-00,Square 30 cm - standard colours,27.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A3-01B-01,Square 30 cm - red,27.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A3-01B-07,Square 30 cm - black,27.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A3-01B-09,Square 30 cm - rose,27.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A3-01B-50UV,Square 30 cm - UV colours,32.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A3-01B-51UV,Square 30 cm - UV sky blue,32.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A3-01B-52UV,Square 30 cm - UV yellow,32.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A3-01B-53UV,Square 30 cm - UV may green,32.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A3-01B-57UV,Square 30 cm - UV rainbow blue,32.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A3-01C-00,Square 35 cm  - standard colours,30.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A3-01C-02,Square 35 cm  - beige,30.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A3-01C-50UV,Square 35 cm - UV colours,38.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A3-01D-00,Square 40 cm  - standard colours,36.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A3-01D-50UV,Square 40 cm - UV colours,44.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A3-01D-54UV,Square 40 cm - UV purple,44.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A3-01D-55UV,Square 40 cm - UV pearl,44.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A3-01D-65UV,Square 40 cm - UV middle grey,44.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A3-01E-00,Square 50 cm - standard colours,42.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A3-01E-01,Square 50 cm - red,42.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A3-01E-04,Square 50 cm - signal green,42.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A3-01E-09,Square 50 cm - rose,42.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A3-01E-50UV,Square 50 cm - UV colours,54.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A3-01E-52UV,Square 50 cm - UV yellow,54.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A3-01E-53UV,Square 50 cm - UV may green,54.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A3-01E-57UV,Square 50 cm - UV rainbow blue,54.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A3-01E-59UV,Square 50 cm - UV orange,54.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A3-01F-00,Square 60 cm - standard colours,54.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A3-01F-50UV,Square 60 cm - UV colours,75.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A3-01G-00,Square 70 cm - standard colours,69.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A3-01G-50UV,Square 70 cm - UV colours,92.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A3-01H-00,Square 100 cm - standard colours,129.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A3-01H-01,Square 100 cm - red,129.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A3-01H-50UV,Square 100 cm - UV colours,178.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A3-01H-52UV,Square 100 cm - UV yellow,178.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A3-01H-53UV,Square 100 cm - UV may green,178.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A3-01H-57UV,Square 100 cm - UV rainbow blue,178.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A3-02Z-00,"Square 50 cm - with graphics, letter or number (1 pc) - standard colours",59.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A3-02Z-50UV,"Square 50 cm - with easy graphics, letter or number - UV colours",70.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A3-03Z-00,"Square 40 cm - with graphics, letter or number (1 pc) - standard colours",48.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A3-03Z-50UV,"Square 40 cm - with easy graphics, letter or number - UV colours",57.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A3-04Z-00,"Square 30 cm - with graphics, letter or number (1 pc) - standard colours",39.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A3-04Z-50UV,"Square 30 cm - with easy graphics, letter or number - UV colours",48.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A4-01A-00,Rectangle 15 x 20 cm - standard colours,20.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A4-01A-50UV,Rectangle 15 x 20 cm - UV colours,26.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A4-01B-00,Rectangle 28 x 40 cm - standard colours,37.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A4-01B-04,Rectangle 28 x 40 cm - signal green,37.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A4-01B-05,Rectangle 28 x 40 cm - brown,37.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A4-01B-09,Rectangle 28 x 40 cm - rose,37.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A4-01B-50UV,Rectangle 28 x 40 cm - UV colours,46.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A4-01B-52UV,Rectangle 28 x 40 cm - UV yellow,46.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A4-01B-53UV,Rectangle 28 x 40 cm - UV may green,46.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A4-01B-57UV,Rectangle 28 x 40 cm - UV rainbow blue,46.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A4-01B-59UV,Rectangle 28 x 40 cm - UV orange,46.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A4-01C-00,Rectangle 25 x 50 cm - standard colours,40.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A4-01C-01,Rectangle 25 x 50 cm - red,40.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A4-01C-03,Rectangle 25 x 50 cm - earth yellow,40.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A4-01C-04,Rectangle 25 x 50 cm - signal green,40.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A4-01C-09,Rectangle 25 x 50 cm - rose,40.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A4-01C-50UV,Rectangle 25 x 50 cm - UV colours,49.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A4-01C-52UV,Rectangle 25 x 50 cm - UV yellow,49.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A4-01C-53UV,Rectangle 25 x 50 cm - UV may green,49.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A4-01C-57UV,Rectangle 25 x 50 cm - UV rainbow blue,49.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A4-01C-59UV,Rectangle 25 x 50 cm - UV orange,49.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A4-01D-00,Rectangle 30 x 63 cm - standard colours,44.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A4-01D-02,Rectangle 30 x 63 cm - beige,44.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A4-01D-50UV,Rectangle 30 x 63 cm - UV colours,53.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A4-01E-00,Rectangle 30 x 85 cm - standard colours,52.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A4-01E-50UV,Rectangle 30 x 85 cm - UV colours,66.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A4-01E-53UV,Rectangle 30 x 85 cm - UV may green,67.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A4-01E-59UV,Rectangle 30 x 85 cm - UV orange,67.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A4-01F-00,Rectangle 70 x 90 cm - standard colours,97.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A4-01F-50UV,Rectangle 70 x 90 cm - UV colours,122.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A4-01G-00,Rectangle 50 x 100 cm - standard colours,81.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A4-01G-01,Rectangle 50 x 100 cm - red,81.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A4-01G-50UV,Rectangle 50 x 100 cm - UV colours,104.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A4-01G-52UV,Rectangle 50 x 100 cm - UV yellow,104.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A4-01G-53UV,Rectangle 50 x 100 cm - UV may green,104.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A4-01G-57UV,Rectangle 50 x 100 cm - UV rainbow blue,104.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A4-01H-00,Rectangle 75 x 100 cm - standard colours,100.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A4-01H-50UV,Rectangle 75 x 100 cm - UV colours,137.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A4-01I-00,Rectangle 30 x 70 cm - standard colours,45.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A4-01I-50UV,Rectangle 30 x 70 cm - UV colours,53.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A4-02Z-00,"Rectangle 28 x 40 cm with graphics, letter or number (1 pc) - standard colours",44.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A4-02Z-50UV,"Rectangle 28 x 40 cm (with graphics, letter or number) - UV colours",54.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A4-03Z-00,"Rectangle 25 x 50 cm with graphics, letter or number (1 pc) - standard colours",46.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A4-03Z-50UV,"Rectangle 25 x 50 cm (with graphics, letter or number) - UV colours",56.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A5-01A-00,Star 17 cm - standard colours,22.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A5-01A-03,Star 17 cm - earth yellow,22.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A5-01A-12,Star 17 cm - pink,22.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A5-01A-50UV,Star 17 cm - UV colours,27.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A5-01A-51UV,Star 17 cm - UV sky blue,27.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A5-01A-52UV,Star 17 cm - UV yellow,27.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A5-01A-54UV,Star 17 cm - UV purple,27.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A5-01A-55UV,Star 17 cm - UV pearl,27.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A5-01A-57UV,Star 17 cm - UV rainbow blue,27.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A5-01A-59UV,Star 17 cm - UV orange,27.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A5-01B-00,Star 50 cm - standard colours,32.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A5-01B-01,Star 50 cm - red,32.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A5-01B-03,Star 50 cm - earth yellow,32.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A5-01B-09,Star 50 cm - rose,32.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A5-01B-12,Star 50 cm - pink,32.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A5-01B-50UV,Star 50 cm - UV colours,36.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A5-01B-51UV,Star 50 cm - UV sky blue,36.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A5-01B-52UV,Star 50 cm - UV yellow,36.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A5-01B-54UV,Star 50 cm - UV purple,36.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A5-01B-57UV,Star 50 cm - UV rainbow blue,36.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A5-01B-59UV,Star 50 cm - UV orange,36.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A5-01C-00,Star 100 cm - standard colours,81.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A5-01C-01,Star 100 cm - red,81.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A5-01C-03,Star 100 cm - earth yellow,81.0,2D products/A-basic shapes/,2D,A-basic shapes,each
A5-01C-12,Star 100 cm - pink,81.0,2D products/A-basic shapes/,2D,A-basic shapes,each
