code,name,list_eur,section,dimension,product_group,unit
M3-02A-52UV,3D Half ball 50 cm with number 1-9  (1 pc) - UV yellow,272.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-02A-53UV,3D Half ball 50 cm with number 1-9  (1 pc) - UV may green,272.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-02A-57UV,3D Half ball 50 cm with number 1-9  (1 pc) - UV rainbow blue,272.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-02A-59UV,3D Half ball 50 cm with number 1-9  (1 pc) - UV orange,272.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-03A-00,3D Half ball 50 cm (1 pc) - standard colours,215.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-03A-01,3D Half ball 50 cm (1 pc) - red,215.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-03A-02,3D Half ball 50 cm (1 pc) - beige,215.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-03A-03,3D Half ball 50 cm (1 pc) - earth yellow,215.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-03A-04,3D Half ball 50 cm (1 pc) - signal green,215.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-03A-06,3D Half ball 50 cm (1 pc) - capri blue,215.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-03A-07,3D Half ball 50 cm (1 pc) - black,215.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-03A-09,3D Half ball 50 cm (1 pc) - rose,215.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-03A-12,3D Half ball 50 cm (1 pc) - pink,215.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-03A-50UV,3D Half ball 50 cm (1 pc) - UV colours,237.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-03A-51UV,3D Half ball 50 cm (1 pc) - UV sky blue,237.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-03A-52UV,3D Half ball 50 cm (1 pc) - UV yellow,237.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-03A-53UV,3D Half ball 50 cm (1 pc) - UV may green,237.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-03A-56UV,3D Half ball 50 cm (1 pc) - UV teal,237.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-03A-57UV,3D Half ball 50 cm (1 pc) - UV rainbow blue,237.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-03A-59UV,3D Half ball 50 cm (1 pc) - UV orange,237.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-03A-65UV,3D Half ball 50 cm (1 pc) - UV middle grey,237.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-03B-00,3D Half ball 50 cm for anchoring (1 pc) - standard colours,222.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-03B-01,3D Half ball 50 cm for anchoring (1 pc) - red,222.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-03B-02,3D Half ball 50 cm for anchoring (1 pc) - beige,222.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-03B-03,3D Half ball 50 cm for anchoring (1 pc) - earth yellow,222.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-03B-04,3D Half ball 50 cm for anchoring (1 pc) - signal green,222.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-03B-06,3D Half ball 50 cm for anchoring (1 pc) - capri blue,222.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-03B-09,3D Half ball 50 cm for anchoring (1 pc) - rose,222.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-03B-12,3D Half ball 50 cm for anchoring (1 pc) - pink,222.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-03B-50UV,3D Half ball 50 cm for anchoring (1 pc) -  UV colours,241.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-03B-51UV,3D Half ball 50 cm for anchoring (1 pc) - UV sky blue,241.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-03B-52UV,3D Half ball 50 cm for anchoring (1 pc) - UV yellow,241.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-03B-53UV,3D Half ball 50 cm for anchoring (1 pc) - UV may green,241.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-03B-56UV,3D Half ball 50 cm for anchoring (1 pc) - UV teal,241.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-03B-57UV,3D Half ball 50 cm for anchoring (1 pc) - UV rainbow blue,241.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-03B-59UV,3D Half ball 50 cm for anchoring (1 pc) - UV orange,241.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-04A-20,3D Soccer ball 75 cm,762.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-04B-20,3D Soccer ball 100 cm,1150.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-05A-00,3D Half ball 50 cm with graphics (1 pc) - standard colours,286.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-05A-50UV,3D Half ball 50 cm with Graphics - UV colours,312.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-06A-70UV,3D Half-sphere EARTH East,738.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-06B-70UV,3D Half-sphere EARTH West,738.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-07A-00,3D Half ball 75 cm (1 pc) - standard colours,499.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-07A-01,3D Half ball 75 cm - red,499.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-07A-02,3D Half ball 75 cm - beige,499.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-07A-03,3D Half ball 75 cm - earth yellow,499.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-07A-04,3D Half ball 75 cm - signal green,499.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-07A-06,3D Half ball 75 cm - capri blue,499.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-07A-07,3D Half ball 75 cm - black,499.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-07A-09,3D Half ball 75 cm - rose,499.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-07A-12,3D Half ball 75 cm - pink,499.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-07A-50UV,3D Half ball 75 cm - UV colours,571.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-07A-51UV,3D Half ball 75 cm - UV sky blue,571.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-07A-52UV,3D Half ball 75 cm - UV yellow,571.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-07A-53UV,3D Half ball 75 cm - UV may green,571.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-08A-00,3D Half ball 30 cm (1 pc) - standard colours,137.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-08A-01,3D Half ball 30 cm (1 pc) - red,137.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-08A-02,3D Half ball 30 cm (1 pc) - beige,137.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-08A-03,3D Half ball 30 cm (1 pc) - earth yellow,137.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-08A-04,3D Half ball 30 cm (1 pc) - signal green,137.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-08A-05,3D Half ball 30 cm (1 pc) - brown,137.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-08A-06,3D Half ball 30 cm (1 pc) - capri blue,137.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-08A-09,3D Half ball 30 cm (1 pc) - rose,137.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-08A-12,3D Half ball 30 cm (1 pc) - pink,137.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-08A-50UV,3D Half ball 30 cm (1 pc) - UV colours,156.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-08A-51UV,3D Half ball 30 cm (1 pc) - UV sky blue,156.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-08A-52UV,3D Half ball 30 cm (1 pc) - UV yellow,156.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-08A-53UV,3D Half ball 30 cm (1 pc) - UV may green,156.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-08A-54UV,3D Half ball 30 cm (1 pc) - UV purple,156.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-08A-56UV,3D Half ball 30 cm (1 pc) - UV teal,156.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-08A-57UV,3D Half ball 30 cm (1 pc) - UV rainbow blue,156.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-08A-59UV,3D Half ball 30 cm (1 pc) - UV orange,156.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-08B-00,3D Half ball 30 cm for anchoring (1 pc) - standard colours,144.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-08B-01,3D Half ball 30 cm for anchoring (1 pc) - red,144.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-08B-02,3D Half ball 30 cm for anchoring (1 pc) - beige,144.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-08B-03,3D Half ball 30 cm for anchoring (1 pc) - earth yellow,144.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-08B-04,3D Half ball 30 cm for anchoring (1 pc) - signal green,144.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-08B-05,3D Half ball 30 cm for anchoring (1 pc) - brown,144.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-08B-06,3D Half ball 30 cm for anchoring (1 pc) - capri blue,144.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-08B-09,3D Half ball 30 cm for anchoring (1 pc) - rose,144.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-08B-12,3D Half ball 30 cm for anchoring (1 pc) - pink,144.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-08B-50UV,3D Half ball 30 cm for anchoring (1 pc) - UV colours,160.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-08B-51UV,3D Half ball 30 cm for anchoring (1 pc) - UV sky blue,160.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-08B-52UV,3D Half ball 30 cm for anchoring (1 pc) - UV yellow,160.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-08B-53UV,3D Half ball 30 cm for anchoring (1 pc) - UV may green,160.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-08B-56UV,3D Half ball 30 cm for anchoring (1 pc) - UV teal,160.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-08B-57UV,3D Half ball 30 cm for anchoring (1 pc) - UV rainbow blue,160.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-08B-59UV,3D Half ball 30 cm for anchoring (1 pc) - UV orange,160.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-09Z-00,"3D Half ball 30 cm s graphics,letters or numbers (1 pc) - standard colours",166.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-09Z-50UV,"3D Half ball 30 cm s graphics,letters or numbers (1 pc) - UV colours",182.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M3-10A-50UV,3D Half ball 100 cm (1 pc) - UV colours,688.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M4-01A-00,3D hill - height 60 cm - standard colours,1485.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M4-01A-50UV,3D hill - height 60 cm - UV colours,1604.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M4-01A-52UV,3D hill - height 60 cm - UV yellow,1604.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M5-01A-07,3D Play Globe 30 cm - black,471.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M5-01A-09,3D Play Globe 30 cm - rose,471.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M5-01A-51UV,3D Play Globe 30 cm - sky blue,471.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M5-01A-52UV,3D Play Globe 30 cm - yellow,471.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M5-01A-53UV,3D Play Globe 30 cm - may green,471.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M5-01B-07,3D Play GLOBE 50 cm - black,743.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M5-01B-09,3D Play GLOBE 50 cm - rose,743.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M5-01B-51UV,3D Play GLOBE 50 cm - sky blue,743.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M5-01B-52UV,3D Play GLOBE 50 cm - yellow,743.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M5-01B-53UV,3D Play GLOBE 50 cm - may green,743.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M5-02A-00,3D Play Globe 30 cm - two colours,471.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M5-02B-00,3D Play GLOBE 50 cm - two colours,743.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M5-03A-00,3D Play Globe 30 cm - with easy graphics,580.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M5-03B-00,3D Play GLOBE 50 cm - with easy graphics,911.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M5-04A-00,3D Play Globe 30 cm - with difficult graphics,689.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M5-04B-00,3D Play GLOBE 50 cm - with difficult graphics,1075.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M5-07A-51UV,3D Play Globe 30 cm - Monster 1,580.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M5-07B-51UV,3D Play GLOBE 50 cm - Monster 1,940.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M5-07C-53UV,3D Play Globe 30 cm - Monster 2,580.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M5-07D-53UV,3D Play GLOBE 50 cm - Monster 2,940.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M5-07E-52UV,3D Play GLOBE 50 cm - Monster - cluster,2071.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M5-08A-52UV,3D Play Globe 30 cm - Neutral look,580.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M5-08B-52UV,3D Play GLOBE 50 cm - Neutral look,940.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M5-09A-53UV,3D Play Globe 30 cm - Happy look,580.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M5-09B-53UV,3D Play GLOBE 50 cm - Happy look,940.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M5-10A-09,3D Play Globe 30 cm - Angry look,580.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M5-10B-09,3D Play GLOBE 50 cm - Angry look,940.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M5-11A-51UV,3D Play Globe 30 cm - Confused look,580.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M5-11B-51UV,3D Play GLOBE 50 cm - Confused look,940.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M5-12A-07,3D Play Globe 30 cm - Sceptical look,580.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M5-12B-07,3D Play GLOBE 50 cm - Sceptical look,940.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M5-13A-07,3D Play Globe 30 cm - Little devil,580.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M5-13B-07,3D Play GLOBE 50 cm - Little devil,940.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M5-14A-07,3D Play Globe 30 cm - Angry eye,580.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M5-14B-07,3D Play GLOBE 50 cm - Angry eye,940.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M5-14C-07,3D Play Globe 30 cm - Cartoon eye,580.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M5-14D-07,3D Play GLOBE 50 cm - Cartoon eye,940.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M5-14E-52UV,3D Play Globe 30 cm - Monster eye,566.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M5-14F-52UV,3D Play GLOBE 50 cm - Monster eye,940.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M5-17A-07,3D Play Globe 30 cm - Ladybird,689.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M5-17B-07,3D Play GLOBE 50 cm - Ladybird,1075.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M5-18A-07,3D Play Globe 30 cm - Honey bee,689.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M5-18B-07,3D Play GLOBE 50 cm - Honey bee,1075.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M5-18C-07,3D Play Globe 30 cm -  Honey bee - head,689.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M5-18D-07,3D Play GLOBE 50 cm -  Honey bee - head,1075.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M5-19A-52UV,3D Play Globe 30 cm -  Little chicken,689.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M5-19B-52UV,3D Play GLOBE 50 cm -  Little chicken,1075.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M5-20A-00,3D Play Globe 30 cm -  Sheep - different colours,689.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M5-20A-07,3D Play Globe 30 cm -  Black sheep,689.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M5-20B-00,3D Play GLOBE 50 cm - Sheep - different colours,1075.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M5-20B-07,3D Play GLOBE 50 cm -  Black sheep,1075.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M5-21A-07,3D Play Globe 30 cm -  Kitten - head,689.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M5-21B-07,3D Play GLOBE 50 cm -  Kitten - head,1075.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M5-22A-53UV,3D Play Globe 30 cm -  Frog - head,689.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M5-22B-53UV,3D Play GLOBE 50 cm -  Frog - head,1075.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M5-23A-51UV,3D Play Globe 30 cm -  Bunny - head,689.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M5-23B-51UV,3D Play GLOBE 50 cm -  Bunny - head,1075.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M5-24A-53UV,3D Play Globe 30 cm -  Caterpillar - head,689.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M5-24B-53UV,3D Play GLOBE 50 cm -  Caterpillar - head,1075.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M5-25A-09,3D Play Globe 30 cm -  Stripes 1,689.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M5-25B-09,3D Play GLOBE 50 cm -  Stripes 1,1075.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M5-25C-52UV,3D Play Globe 30 cm -  Stripes 2,689.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M5-25D-52UV,3D Play GLOBE 50 cm -  Stripes 2,1075.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M5-25E-53UV,3D Play Globe 30 cm -  Stripes 3,689.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M5-25F-53UV,3D Play GLOBE 50 cm -  Stripes 3,1075.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M5-26A-51UV,3D Play Globe 30 cm - Basketball,689.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M5-26B-51UV,3D Play GLOBE 50 cm - Basketball,1075.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M5-26C-07,3D Play Globe 30 cm - Football,689.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M5-26D-07,3D Play GLOBE 50 cm - Football,1075.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M5-26E-52UV,3D Play Globe 30 cm - Tennis,689.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M5-26F-52UV,3D Play GLOBE 50 cm - Tennis,1075.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M5-27A-07,3D Play Globe 30 cm - With stars,689.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M5-27B-07,3D Play GLOBE 50 cm - With stars,1075.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M5-27C-53UV,3D Play Globe 30 cm - With dots,689.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M5-27D-53UV,3D Play GLOBE 50 cm - With dots,1075.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M5-27E-07,3D Play Globe 30 cm - with number 8,580.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
M5-27F-07,3D Play GLOBE 50 cm - With number 8,911.0,3D Products/M-3D shapes/,3D,M-3D shapes,each
P1-01A-20,Mushroom´s house (EPDM + steinless steel),8787.0,3D Products/P-3D Houses EPDM/,3D,P-3D Houses EPDM,each
P1-02A-20,Landing modul (EPDM + steinless steel),8810.0,3D Products/P-3D Houses EPDM/,3D,P-3D Houses EPDM,each
P1-03A-00,3D house EPDM - different designs (EPDM + steinless steel),8876.0,3D Products/P-3D Houses EPDM/,3D,P-3D Houses EPDM,each
P1-04A-20,3D Submarine (EPDM + steinless steel),8899.0,3D Products/P-3D Houses EPDM/,3D,P-3D Houses EPDM,each
P1-05A-70UV,3D house EPDM - BASIC (EPDM + steinless steel),8876.0,3D Products/P-3D Houses EPDM/,3D,P-3D Houses EPDM,each
T1-01A-00,MINI Tunnel - standard colours,2622.0,3D Products/T-Tunnels+slides/,3D,T-Tunnels+slides,each
T1-01A-01,MINI Tunnel - red,2622.0,3D Products/T-Tunnels+slides/,3D,T-Tunnels+slides,each
T1-01A-04,MINI Tunnel - signal green,2622.0,3D Products/T-Tunnels+slides/,3D,T-Tunnels+slides,each
T1-01A-11,MINI Tunnel - dark grey,2622.0,3D Products/T-Tunnels+slides/,3D,T-Tunnels+slides,each
T1-01A-20,MINI Tunnel - signal green + earth yellow,2622.0,3D Products/T-Tunnels+slides/,3D,T-Tunnels+slides,each
T1-01A-21,MINI Tunnel - signal green + red,2622.0,3D Products/T-Tunnels+slides/,3D,T-Tunnels+slides,each
T1-01A-50UV,MINI Tunnel - UV colours,2779.0,3D Products/T-Tunnels+slides/,3D,T-Tunnels+slides,each
T1-01A-57UV,MINI Tunnel - UV Rainbow blue,2779.0,3D Products/T-Tunnels+slides/,3D,T-Tunnels+slides,each
T1-01A-70UV,MINI Tunnel - UV orange + UV yellow,2779.0,3D Products/T-Tunnels+slides/,3D,T-Tunnels+slides,each
T1-01A-71UV,MINI Tunnel - UV may green + signal green,2779.0,3D Products/T-Tunnels+slides/,3D,T-Tunnels+slides,each
T1-02A-20,MINI Tunnel - Anthill,2758.0,3D Products/T-Tunnels+slides/,3D,T-Tunnels+slides,each
T1-02Z-00,MINI Tunnel with Graphics - standard colours,2758.0,3D Products/T-Tunnels+slides/,3D,T-Tunnels+slides,each
T1-03A-70UV,MINI Tunnel  - Coral reef,2910.0,3D Products/T-Tunnels+slides/,3D,T-Tunnels+slides,each
T1-03Z-50UV,MINI Tunnel with Graphics - UV colours,2910.0,3D Products/T-Tunnels+slides/,3D,T-Tunnels+slides,each
T1-04A-01,3D Ladybird with tunnel,3148.0,3D Products/T-Tunnels+slides/,3D,T-Tunnels+slides,each
T1-05A-52UV,3D Octopus tunnel - 3D tentacles,3673.0,3D Products/T-Tunnels+slides/,3D,T-Tunnels+slides,each
T1-06A-05,3D Snail with tunnel,3572.0,3D Products/T-Tunnels+slides/,3D,T-Tunnels+slides,each
T1-07A-05,3D Turtle with tunnel,3176.0,3D Products/T-Tunnels+slides/,3D,T-Tunnels+slides,each
T1-08A-70UV,3D Frog with tunnel,3473.0,3D Products/T-Tunnels+slides/,3D,T-Tunnels+slides,each
T1-09A-61UV,3D Miss Hippo with MINI tunnel - UV blue grey,3405.0,3D Products/T-Tunnels+slides/,3D,T-Tunnels+slides,each
T1-10A-05,3D Marmot with minitunel,3696.0,3D Products/T-Tunnels+slides/,3D,T-Tunnels+slides,each
T2-01A,Tunnel 1 - stainless steel,1789.0,3D Products/T-Tunnels+slides/,3D,T-Tunnels+slides,each
T2-01B,Tunnel 2 - stainless steel,1907.0,3D Products/T-Tunnels+slides/,3D,T-Tunnels+slides,each
T2-01C,Tunnel 3 - stainless steel,2006.0,3D Products/T-Tunnels+slides/,3D,T-Tunnels+slides,each
T2-02A,Tunnel 4 - 3750 - stainless steel,5550.0,3D Products/T-Tunnels+slides/,3D,T-Tunnels+slides,each
T2-02B,3-EXITS Tunnel - SMALL - stainless steel,8740.0,3D Products/T-Tunnels+slides/,3D,T-Tunnels+slides,each
T2-02C,4-EXITS Tunnel - SMALL - stainless steel,13419.0,3D Products/T-Tunnels+slides/,3D,T-Tunnels+slides,each
T2-02D,Tunnel - CURVE - SMALL - stainless steel,6169.0,3D Products/T-Tunnels+slides/,3D,T-Tunnels+slides,each
T2-02E,Tunnel 5 - 5000 - stainless steel,6793.0,3D Products/T-Tunnels+slides/,3D,T-Tunnels+slides,each
T2-02F,3-EXITS Tunnel - stainless steel,13221.0,3D Products/T-Tunnels+slides/,3D,T-Tunnels+slides,each
T2-02G,4-EXITS Tunnel - stainless steel,19140.0,3D Products/T-Tunnels+slides/,3D,T-Tunnels+slides,each
T2-02H,Tunnel - CURVE - stainless steel,9173.0,3D Products/T-Tunnels+slides/,3D,T-Tunnels+slides,each
T3-01A-FPL,FunPipe SMART - Long,2394.0,3D Products/T-Tunnels+slides/,3D,T-Tunnels+slides,each
T3-01B-FPS,FunPipe SMART - Small,1897.0,3D Products/T-Tunnels+slides/,3D,T-Tunnels+slides,each
T3-02A,Slide TS510 - stainless steel,3038.0,3D Products/T-Tunnels+slides/,3D,T-Tunnels+slides,each
T3-02B,Slide TS515 - stainless steel,3209.0,3D Products/T-Tunnels+slides/,3D,T-Tunnels+slides,each
T3-02C,Slide TS520 - stainless steel,4535.0,3D Products/T-Tunnels+slides/,3D,T-Tunnels+slides,each
