item_code,eur_fob,matched,match_strategy,cbm,cbm_method,landed_thb,landed_thb_raw,logistics_pct,logistics_clamp,retail_thb,retail_usd,retail_eur,freight_thb,duty_thb,vat_thb,note
114,6958.0,False,flat_uplift,0.0,flat_uplift,390530.9,363597.74,0.45,floored,650884.83,19788.85,16815.17,0.0,0.0,0.0,
481,3520.0,False,flat_uplift,0.0,flat_uplift,197566.65,183941.37,0.45,floored,329277.75,10011.03,8506.67,0.0,0.0,0.0,
482,2235.0,False,flat_uplift,0.0,flat_uplift,125443.6,116792.32,0.45,floored,209072.67,6356.43,5401.25,0.0,0.0,0.0,
483,2250.0,False,flat_uplift,0.0,flat_uplift,126285.5,117576.16,0.45,floored,210475.83,6399.09,5437.5,0.0,0.0,0.0,
484,2360.0,False,flat_uplift,0.0,flat_uplift,132459.46,123324.33,0.45,floored,220765.77,6711.94,5703.33,0.0,0.0,0.0,
485,1095.0,False,flat_uplift,0.0,flat_uplift,67816.77,57220.4,0.6,floored,113027.95,3436.39,2920.0,0.0,0.0,0.0,
WD0485,985.0,True,exact,0.0657,dims_scaled,89205.36,89205.36,1.3397,,148675.6,4520.18,3840.93,15000,10701.77,4494.74,
499,641.0,False,flat_uplift,0.0,flat_uplift,39699.13,33496.14,0.6,floored,66165.22,2011.62,1709.33,0.0,0.0,0.0,
422,685.0,False,flat_uplift,0.0,flat_uplift,42424.19,35795.41,0.6,floored,70706.98,2149.7,1826.67,0.0,0.0,0.0,
WD1459,668.0,True,exact,0.0771,dims_scaled,72399.82,73292.49,1.8,capped,120666.37,3668.62,3117.33,15000,8223.13,3453.71,
WD1461,4188.0,True,exact,0.7121,dims_scaled,249990.66,249990.66,0.5421,,416651.1,12667.44,10763.9,15000,35746.21,15013.41,
WD1464,166.0,True,exact,0.0142,dims_scaled,22489.46,48092.93,2.5,capped,37482.43,1139.58,968.33,15000,4297.96,1805.14,
WD1426,552.0,True,exact,0.1608,dims_scaled,59827.39,67469.49,1.8,capped,99712.32,3031.55,2576.0,15000,7316.12,3072.77,
WD1428,218.0,True,exact,0.0381,dims_scaled,29534.36,50703.24,2.5,capped,49223.93,1496.55,1271.67,15000,4704.55,1975.91,
WD1460,601.0,True,exact,0.2997,dims_scaled,65138.16,69929.2,1.8,capped,108563.6,3300.66,2804.67,15000,7699.25,3233.69,
WD0454,760.0,True,exact,0.1606,dims_scaled,77910.74,77910.74,1.6484,,129851.23,3947.87,3354.62,15000,8942.48,3755.84,
WD0455,1370.0,True,exact,0.3563,dims_scaled,108531.73,108531.73,1.0466,,180886.22,5499.48,4673.07,15000,13712.11,5759.09,
WD0460,530.0,True,exact,0.1774,dims_scaled,57442.97,66365.12,1.8,capped,95738.28,2910.73,2473.33,15000,7144.1,3000.52,
WD1465,561.0,True,exact,0.3783,dims_scaled,60802.84,67921.27,1.8,capped,101338.07,3080.98,2618.0,15000,7386.49,3102.33,
WD1466,1002.0,True,exact,1.0447,dims_scaled,90058.74,90058.74,1.322,,150097.9,4563.43,3877.68,15000,10834.69,4550.57,
WD1487,655.0,True,exact,2.4403,dims_scaled,70990.84,72639.91,1.8,capped,118318.07,3597.22,3056.67,15000,8121.48,3411.02,
WD1420,1726.0,True,exact,2.2185,dims_scaled,126402.34,126402.34,0.892,,210670.57,6405.02,5442.53,15000,16495.69,6928.19,
WD1419,1416.0,True,exact,3.1304,dims_scaled,112962.19,112962.19,1.0609,,188270.32,5723.98,4863.84,16652.13,14402.21,6048.93,
WD1417,855.0,True,exact,0.4865,dims_scaled,82679.59,82679.59,1.4982,,137799.32,4189.51,3559.95,15000,9685.29,4067.82,
WD1462,4020.0,True,exact,1.0066,dims_scaled,241557.33,241557.33,0.5524,,402595.55,12240.11,10400.78,15000,34432.61,14461.69,
WD1463,9551.0,True,exact,3.811,dims_scaled,536067.93,525974.36,0.45,floored,893446.55,27163.45,23081.58,20272.58,78734.32,33068.42,
498,725.0,False,flat_uplift,0.0,flat_uplift,44901.51,37885.65,0.6,floored,74835.85,2275.23,1933.33,0.0,0.0,0.0,
493,3654.0,False,flat_uplift,0.0,flat_uplift,205087.66,190943.68,0.45,floored,341812.77,10392.13,8830.5,0.0,0.0,0.0,
454,790.0,False,flat_uplift,0.0,flat_uplift,48927.16,41282.3,0.6,floored,81545.27,2479.22,2106.67,0.0,0.0,0.0,
455,1440.0,False,flat_uplift,0.0,flat_uplift,89183.69,75248.74,0.6,floored,148639.48,4519.08,3840.0,0.0,0.0,0.0,
477,225.0,False,flat_uplift,0.0,flat_uplift,15676.82,11757.62,0.8,floored,26128.03,794.37,675.0,0.0,0.0,0.0,
478,295.0,False,flat_uplift,0.0,flat_uplift,20554.05,15415.54,0.8,floored,34256.75,1041.51,885.0,0.0,0.0,0.0,
460,570.0,False,flat_uplift,0.0,flat_uplift,35301.88,29785.96,0.6,floored,58836.47,1788.8,1520.0,0.0,0.0,0.0,
496,415.0,False,flat_uplift,0.0,flat_uplift,28915.03,21686.27,0.8,floored,48191.72,1465.17,1245.0,0.0,0.0,0.0,
497,798.0,False,flat_uplift,0.0,flat_uplift,49422.63,41700.34,0.6,floored,82371.05,2504.33,2128.0,0.0,0.0,0.0,
410,392.0,False,flat_uplift,0.0,flat_uplift,27312.51,20484.38,0.8,floored,45520.85,1383.97,1176.0,0.0,0.0,0.0,
411,288.0,False,flat_uplift,0.0,flat_uplift,20066.33,15049.75,0.8,floored,33443.88,1016.79,864.0,0.0,0.0,0.0,
409,351.0,False,flat_uplift,0.0,flat_uplift,24455.84,18341.88,0.8,floored,40759.73,1239.22,1053.0,0.0,0.0,0.0,
ST1426,615.0,True,exact,0.1608,dims_scaled,66655.52,70631.98,1.8,capped,111092.53,3377.55,2870.0,15000,7808.72,3279.66,
1750,478.0,True,exact,0.7827,dims_scaled,63754.8,63754.8,2.4457,,106258.0,3230.56,2745.1,15000,6737.51,2829.75,
ST1420,2384.0,True,exact,2.2185,dims_scaled,159432.85,159432.85,0.7277,,265721.42,8078.73,6864.73,15000,21640.63,9089.06,
1714,927.0,True,exact,0.5304,dims_scaled,86293.87,86293.87,1.4049,,143823.12,4372.65,3715.57,15000,10248.27,4304.27,
1716,2575.0,True,exact,2.859,dims_scaled,169288.34,169288.34,0.6984,,282147.23,8578.12,7289.08,15208.42,23175.75,9733.82,
0413-1,2920.0,False,flat_uplift,0.0,flat_uplift,163890.52,152587.72,0.45,floored,273150.87,8304.6,7056.67,0.0,0.0,0.0,
412,969.0,False,flat_uplift,0.0,flat_uplift,60013.19,50636.13,0.6,floored,100021.98,3040.97,2584.0,0.0,0.0,0.0,
0414-1,4702.0,False,flat_uplift,0.0,flat_uplift,263908.64,245708.04,0.45,floored,439847.73,13372.69,11363.17,0.0,0.0,0.0,
0404-1,710.0,False,flat_uplift,0.0,flat_uplift,43972.52,37101.81,0.6,floored,73287.53,2228.16,1893.33,0.0,0.0,0.0,
401,1287.0,False,flat_uplift,0.0,flat_uplift,79707.93,67253.56,0.6,floored,132846.55,4038.93,3432.0,0.0,0.0,0.0,
402,1583.0,False,flat_uplift,0.0,flat_uplift,98040.13,82721.36,0.6,floored,163400.22,4967.86,4221.33,0.0,0.0,0.0,
403,1353.0,False,flat_uplift,0.0,flat_uplift,83795.51,70702.46,0.6,floored,139659.18,4246.06,3608.0,0.0,0.0,0.0,
408,419.0,False,flat_uplift,0.0,flat_uplift,29193.72,21895.29,0.8,floored,48656.2,1479.29,1257.0,0.0,0.0,0.0,
407,557.0,False,flat_uplift,0.0,flat_uplift,34496.75,29106.63,0.6,floored,57494.58,1748.01,1485.33,0.0,0.0,0.0,
0405-1,1293.0,False,flat_uplift,0.0,flat_uplift,80079.52,67567.1,0.6,floored,133465.87,4057.76,3448.0,0.0,0.0,0.0,
406,735.0,False,flat_uplift,0.0,flat_uplift,45520.84,38408.21,0.6,floored,75868.07,2306.62,1960.0,0.0,0.0,0.0,
0420H,3604.0,True,exact,0.0199,dims_scaled,220674.83,220674.83,0.5818,,367791.38,11181.96,9501.64,15000,31179.88,13095.55,
0421H,6920.0,True,exact,0.0223,dims_scaled,388398.08,387132.53,0.45,floored,647330.13,19680.77,16723.33,15000,57107.87,23985.31,
415,3348.0,False,flat_uplift,0.0,flat_uplift,187912.83,174953.32,0.45,floored,313188.05,9521.85,8091.0,0.0,0.0,0.0,
420,4055.0,False,flat_uplift,0.0,flat_uplift,227594.54,211898.36,0.45,floored,379324.23,11532.59,9799.58,0.0,0.0,0.0,
421,7823.0,False,flat_uplift,0.0,flat_uplift,439080.66,408799.24,0.45,floored,731801.1,22248.94,18905.58,0.0,0.0,0.0,
0416-1,1758.0,False,flat_uplift,0.0,flat_uplift,108878.42,91866.17,0.6,floored,181464.03,5517.05,4688.0,0.0,0.0,0.0,
0417-1,1985.0,False,flat_uplift,0.0,flat_uplift,122937.24,103728.3,0.6,floored,204895.4,6229.43,5293.33,0.0,0.0,0.0,
0418-1,2365.0,False,flat_uplift,0.0,flat_uplift,132740.09,123585.61,0.45,floored,221233.48,6726.16,5715.42,0.0,0.0,0.0,
0419-1,6283.0,False,flat_uplift,0.0,flat_uplift,352645.25,328324.89,0.45,floored,587742.08,17869.12,15183.92,0.0,0.0,0.0,
0201-1,2775.0,False,flat_uplift,0.0,flat_uplift,155752.12,145010.59,0.45,floored,259586.87,7892.22,6706.25,0.0,0.0,0.0,
204,4584.0,False,flat_uplift,0.0,flat_uplift,257285.66,239541.82,0.45,floored,428809.43,13037.09,11078.0,0.0,0.0,0.0,
814,1101.0,False,flat_uplift,0.0,flat_uplift,68188.37,57533.93,0.6,floored,113647.28,3455.22,2936.0,0.0,0.0,0.0,
0815-2,1651.0,False,flat_uplift,0.0,flat_uplift,102251.58,86274.77,0.6,floored,170419.3,5181.26,4402.67,0.0,0.0,0.0,
200,1300.0,False,flat_uplift,0.0,flat_uplift,80513.06,67932.89,0.6,floored,134188.43,4079.73,3466.67,0.0,0.0,0.0,
212,2164.0,False,flat_uplift,0.0,flat_uplift,121458.59,113082.14,0.45,floored,202430.98,6154.51,5229.67,0.0,0.0,0.0,
0202-1,3240.0,False,flat_uplift,0.0,flat_uplift,181851.12,169309.67,0.45,floored,303085.2,9214.7,7830.0,0.0,0.0,0.0,
0203-1,3754.0,False,flat_uplift,0.0,flat_uplift,210700.35,196169.29,0.45,floored,351167.25,10676.53,9072.17,0.0,0.0,0.0,
213,4361.0,False,flat_uplift,0.0,flat_uplift,244769.37,227888.72,0.45,floored,407948.95,12402.87,10539.08,0.0,0.0,0.0,
207,6781.0,False,flat_uplift,0.0,flat_uplift,380596.44,354348.41,0.45,floored,634327.4,19285.45,16387.42,0.0,0.0,0.0,
0205-1,5779.0,False,flat_uplift,0.0,flat_uplift,324357.3,301987.83,0.45,floored,540595.5,16435.72,13965.92,0.0,0.0,0.0,
208,7417.0,False,flat_uplift,0.0,flat_uplift,416293.14,387583.27,0.45,floored,693821.9,21094.26,17924.42,0.0,0.0,0.0,
209,10184.0,False,flat_uplift,0.0,flat_uplift,532175.82,532175.82,0.35,,886959.7,26966.23,22914.0,0.0,0.0,0.0,
206,6208.0,False,flat_uplift,0.0,flat_uplift,348435.73,324405.68,0.45,floored,580726.22,17655.81,15002.67,0.0,0.0,0.0,
0210-1,14824.0,False,flat_uplift,0.0,flat_uplift,774643.98,774643.98,0.35,floored,1291073.3,39252.49,33354.0,0.0,0.0,0.0,
0211-1,27454.0,False,flat_uplift,0.0,flat_uplift,1434638.15,1434638.15,0.35,,2391063.58,72695.49,61771.5,0.0,0.0,0.0,
214,10811.0,False,flat_uplift,0.0,flat_uplift,564940.37,564940.37,0.35,floored,941567.28,28626.46,24324.75,0.0,0.0,0.0,
0206S1,6710.0,False,flat_uplift,0.0,flat_uplift,376611.43,350638.23,0.45,floored,627685.72,19083.52,16215.83,0.0,0.0,0.0,
1723,2402.0,True,exact,0.9235,dims_scaled,160336.42,160336.42,0.7245,,267227.37,8124.51,6903.64,15000,21781.37,9148.18,
1738,2290.0,True,exact,0.0599,dims_scaled,154714.21,154714.21,0.7454,,257857.02,7839.62,6661.56,15000,20905.64,8780.37,
1739,1140.0,True,exact,0.2177,dims_scaled,96986.11,96986.11,1.1979,,161643.52,4914.45,4175.95,15000,11913.72,5003.76,
1701,2598.0,True,exact,0.7076,dims_scaled,170175.29,170175.29,0.6922,,283625.48,8623.06,7327.27,15000,23313.91,9791.84,
1742,3476.0,True,exact,0.666,dims_scaled,214249.44,214249.44,0.5923,,357082.4,10856.37,9224.98,15000,30179.04,12675.2,
1743,4670.0,True,exact,0.789,dims_scaled,274186.26,274186.26,0.5168,,456977.1,13893.47,11805.69,15000,39514.99,16596.3,
1724,3830.0,True,exact,1.3518,dims_scaled,232019.65,232019.65,0.565,,386699.42,11756.82,9990.12,15000,32946.99,13837.73,
1744,3795.0,True,exact,0.748,dims_scaled,230262.71,230262.71,0.5675,,383771.18,11667.79,9914.47,15000,32673.32,13722.79,
1725,13073.0,True,exact,3.6551,dims_scaled,701708.08,701708.08,0.3867,,1169513.47,35556.71,30213.58,19443.27,106107.18,44565.01,
1726,8346.0,True,exact,1.8884,dims_scaled,468435.02,458715.36,0.45,floored,780725.03,23736.38,20169.5,15000,68257.84,28668.29,
1729,11900.0,True,exact,7.7616,dims_scaled,670873.75,670873.75,0.4564,,1118122.92,33994.28,28885.94,41287.75,101304.32,42547.81,
1702,3128.0,True,exact,1.1309,dims_scaled,196780.41,196780.41,0.6252,,327967.35,9971.19,8472.81,15000,27458.01,11532.36,
1709,8416.0,True,exact,4.267,dims_scaled,472363.91,472113.81,0.45,floored,787273.18,23935.46,20338.67,22698.26,70344.83,29544.83,
1733,6815.0,True,exact,2.5819,dims_scaled,382504.76,381861.7,0.45,floored,637507.93,19382.15,16469.58,15000,56286.87,23640.49,
1707,4985.0,True,exact,2.6227,dims_scaled,289998.73,289998.73,0.5029,,483331.22,14694.72,12486.53,15000,41978.0,17630.76,
1718,4505.0,True,exact,2.5228,dims_scaled,265903.54,265903.54,0.5248,,443172.57,13473.77,11449.06,15000,38224.85,16054.44,
1732,6405.0,True,exact,3.2029,dims_scaled,363896.9,363896.9,0.4678,,606494.83,18439.26,15668.38,17037.79,53488.61,22465.22,
1703,3717.0,True,exact,2.3192,dims_scaled,226347.23,226347.23,0.5732,,377245.38,11469.39,9745.88,15000,32063.43,13466.64,
1705,4050.0,True,exact,3.2866,dims_scaled,246251.51,246251.51,0.5708,,410419.18,12477.97,10602.9,17483.04,35163.79,14768.79,
1706,4064.0,True,exact,4.1407,dims_scaled,252787.98,252787.98,0.6069,,421313.3,12809.18,10884.34,22026.41,36181.93,15196.41,
1717,3180.0,True,exact,1.5045,dims_scaled,199390.73,199390.73,0.6199,,332317.88,10103.46,8585.21,15000,27864.6,11703.13,
1710,7992.0,True,exact,2.405,dims_scaled,448566.1,440945.15,0.45,floored,747610.17,22729.59,19314.0,15000,65489.9,27505.76,
1711,9898.0,True,exact,3.2032,dims_scaled,555543.96,539241.77,0.45,floored,925906.6,28150.33,23920.17,17039.39,80800.9,33936.38,
1704,3912.0,True,exact,2.0082,dims_scaled,236135.91,236135.91,0.5594,,393559.85,11965.4,10167.35,15000,33588.15,14107.02,
1708,6272.0,True,exact,3.204,dims_scaled,357228.05,357228.05,0.4714,,595380.08,18101.34,15381.24,17043.65,52449.85,22028.94,
1719,6069.0,True,exact,2.5228,dims_scaled,344413.74,344413.74,0.4661,,574022.9,17452.01,14829.49,15000,50453.85,21190.62,
1781,3108.0,True,exact,3.744,dims_scaled,202088.81,202088.81,0.6798,,336814.68,10240.17,8701.38,19916.17,28284.86,11879.64,
1712,10366.0,True,exact,6.0731,dims_scaled,582336.65,582336.65,0.4513,,970561.08,29507.96,25073.78,32305.79,87513.5,36755.67,
1713,11030.0,True,exact,3.9814,dims_scaled,601381.57,601381.57,0.4085,,1002302.62,30473.0,25893.81,21179.02,90480.0,38001.6,
1727,11618.0,True,exact,2.7084,dims_scaled,622964.34,622964.34,0.3853,,1038273.9,31566.63,26823.1,15000,93841.8,39413.55,
1728,18887.0,True,exact,8.1861,dims_scaled,1024509.0,1024509.0,0.4014,,1707515.0,51913.56,44112.49,43545.88,156387.69,65682.83,
1730-1,30143.0,False,flat_uplift,0.0,flat_uplift,1575154.72,1575154.72,0.35,,2625257.87,79815.69,67821.75,0.0,0.0,0.0,
1731,43212.0,True,exact,12.7079,dims_scaled,2276468.58,2276468.58,0.361,,3794114.3,115352.43,98018.36,67599.55,351396.98,147586.73,
1740,60286.0,True,exact,22.788,dims_scaled,3202404.42,3202404.42,0.3723,,5337340.7,162271.12,137886.56,121220.54,495623.74,208161.97,
1741,90655.0,True,exact,0.4472,dims_scaled,4737274.03,4590490.7,0.35,floored,7895456.72,240045.5,203973.75,15000,711836.56,298971.35,
1745,104707.0,True,exact,0.003,dims_scaled,5471576.32,5295877.8,0.35,floored,9119293.87,277253.82,235590.75,15000,821709.94,345118.17,
1790,167862.0,False,flat_uplift,0.0,flat_uplift,8771808.42,8771808.42,0.35,floored,14619680.7,444482.03,377689.5,0.0,0.0,0.0,
1736,7979.0,True,exact,2.1783,dims_scaled,447836.46,440292.58,0.45,floored,746394.1,22692.61,19282.58,15000,65388.25,27463.07,
1780,28691.0,True,exact,13.068,dims_scaled,1549998.03,1549998.03,0.3957,,2583330.05,78540.96,66738.57,69515.1,238239.57,100060.62,
1728S2,16431.0,False,flat_uplift,0.0,flat_uplift,858619.49,858619.49,0.35,,1431032.48,43507.67,36969.75,0.0,0.0,0.0,
1730-1S2,23055.0,False,flat_uplift,0.0,flat_uplift,1204763.69,1204763.69,0.35,floored,2007939.48,61047.37,51873.75,0.0,0.0,0.0,
1731S2,35252.0,False,flat_uplift,0.0,flat_uplift,1842130.98,1842130.98,0.35,,3070218.3,93343.82,79317.0,0.0,0.0,0.0,
1740S2,48865.0,False,flat_uplift,0.0,flat_uplift,2553492.86,2553492.86,0.35,floored,4255821.43,129389.7,109946.25,0.0,0.0,0.0,
1741S2,75298.0,False,flat_uplift,0.0,flat_uplift,3934777.56,3934777.56,0.35,,6557962.6,199381.68,169420.5,0.0,0.0,0.0,
1745S2,89350.0,False,flat_uplift,0.0,flat_uplift,4669079.85,4669079.85,0.35,floored,7781799.75,236589.99,201037.5,0.0,0.0,0.0,
1780S3,32336.0,False,flat_uplift,0.0,flat_uplift,1689752.28,1689752.28,0.35,,2816253.8,85622.54,72756.0,0.0,0.0,0.0,
1790S2,148391.0,False,flat_uplift,0.0,flat_uplift,7754330.48,7754330.48,0.35,floored,12923884.13,392924.74,333879.75,0.0,0.0,0.0,
651,311.0,False,flat_uplift,0.0,flat_uplift,21668.85,16251.64,0.8,floored,36114.75,1098.0,933.0,0.0,0.0,0.0,
652,311.0,False,flat_uplift,0.0,flat_uplift,21668.85,16251.64,0.8,floored,36114.75,1098.0,933.0,0.0,0.0,0.0,
653,311.0,False,flat_uplift,0.0,flat_uplift,21668.85,16251.64,0.8,floored,36114.75,1098.0,933.0,0.0,0.0,0.0,
655,311.0,False,flat_uplift,0.0,flat_uplift,21668.85,16251.64,0.8,floored,36114.75,1098.0,933.0,0.0,0.0,0.0,
654,311.0,False,flat_uplift,0.0,flat_uplift,21668.85,16251.64,0.8,floored,36114.75,1098.0,933.0,0.0,0.0,0.0,
602,251.0,False,flat_uplift,0.0,flat_uplift,17488.36,13116.27,0.8,floored,29147.27,886.16,753.0,0.0,0.0,0.0,
603,251.0,False,flat_uplift,0.0,flat_uplift,17488.36,13116.27,0.8,floored,29147.27,886.16,753.0,0.0,0.0,0.0,
0604-1,251.0,False,flat_uplift,0.0,flat_uplift,17488.36,13116.27,0.8,floored,29147.27,886.16,753.0,0.0,0.0,0.0,
606,403.0,False,flat_uplift,0.0,flat_uplift,28078.93,21059.2,0.8,floored,46798.22,1422.81,1209.0,0.0,0.0,0.0,
623,669.0,False,flat_uplift,0.0,flat_uplift,41433.26,34959.31,0.6,floored,69055.43,2099.49,1784.0,0.0,0.0,0.0,
616,403.0,False,flat_uplift,0.0,flat_uplift,28078.93,21059.2,0.8,floored,46798.22,1422.81,1209.0,0.0,0.0,0.0,
609,403.0,False,flat_uplift,0.0,flat_uplift,28078.93,21059.2,0.8,floored,46798.22,1422.81,1209.0,0.0,0.0,0.0,
0615-1,403.0,False,flat_uplift,0.0,flat_uplift,28078.93,21059.2,0.8,floored,46798.22,1422.81,1209.0,0.0,0.0,0.0,
0608-2,403.0,False,flat_uplift,0.0,flat_uplift,28078.93,21059.2,0.8,floored,46798.22,1422.81,1209.0,0.0,0.0,0.0,
635,499.0,False,flat_uplift,0.0,flat_uplift,34767.71,26075.78,0.8,floored,57946.18,1761.74,1497.0,0.0,0.0,0.0,
0636-1,483.0,False,flat_uplift,0.0,flat_uplift,33652.91,25239.68,0.8,floored,56088.18,1705.25,1449.0,0.0,0.0,0.0,
0607-1,403.0,False,flat_uplift,0.0,flat_uplift,28078.93,21059.2,0.8,floored,46798.22,1422.81,1209.0,0.0,0.0,0.0,
633,435.0,False,flat_uplift,0.0,flat_uplift,30308.52,22731.39,0.8,floored,50514.2,1535.78,1305.0,0.0,0.0,0.0,
622,736.0,False,flat_uplift,0.0,flat_uplift,45582.78,38460.47,0.6,floored,75971.3,2309.75,1962.67,0.0,0.0,0.0,
632,403.0,False,flat_uplift,0.0,flat_uplift,28078.93,21059.2,0.8,floored,46798.22,1422.81,1209.0,0.0,0.0,0.0,
631,435.0,False,flat_uplift,0.0,flat_uplift,30308.52,22731.39,0.8,floored,50514.2,1535.78,1305.0,0.0,0.0,0.0,
630,810.0,False,flat_uplift,0.0,flat_uplift,50165.83,42327.42,0.6,floored,83609.72,2541.99,2160.0,0.0,0.0,0.0,
669,798.0,False,flat_uplift,0.0,flat_uplift,49422.63,41700.34,0.6,floored,82371.05,2504.33,2128.0,0.0,0.0,0.0,
670,930.0,False,flat_uplift,0.0,flat_uplift,57597.8,48598.15,0.6,floored,95996.33,2918.58,2480.0,0.0,0.0,0.0,
610,459.0,False,flat_uplift,0.0,flat_uplift,31980.71,23985.54,0.8,floored,53301.18,1620.52,1377.0,0.0,0.0,0.0,
660,1077.0,False,flat_uplift,0.0,flat_uplift,66701.97,56279.79,0.6,floored,111169.95,3379.9,2872.0,0.0,0.0,0.0,
626,460.0,False,flat_uplift,0.0,flat_uplift,32050.39,24037.79,0.8,floored,53417.32,1624.05,1380.0,0.0,0.0,0.0,
672,1097.0,False,flat_uplift,0.0,flat_uplift,67940.63,57324.91,0.6,floored,113234.38,3442.66,2925.33,0.0,0.0,0.0,
673,1255.0,False,flat_uplift,0.0,flat_uplift,77726.07,65581.37,0.6,floored,129543.45,3938.51,3346.67,0.0,0.0,0.0,
682,1869.0,False,flat_uplift,0.0,flat_uplift,115753.0,97666.59,0.6,floored,192921.67,5865.4,4984.0,0.0,0.0,0.0,
674,2273.0,False,flat_uplift,0.0,flat_uplift,127576.42,118778.05,0.45,floored,212627.37,6464.51,5493.08,0.0,0.0,0.0,
677,1968.0,False,flat_uplift,0.0,flat_uplift,121884.38,102839.95,0.6,floored,203140.63,6176.08,5248.0,0.0,0.0,0.0,
671,1968.0,False,flat_uplift,0.0,flat_uplift,121884.38,102839.95,0.6,floored,203140.63,6176.08,5248.0,0.0,0.0,0.0,
0617-1,255.0,False,flat_uplift,0.0,flat_uplift,17767.06,13325.3,0.8,floored,29611.77,900.29,765.0,0.0,0.0,0.0,
619,992.0,False,flat_uplift,0.0,flat_uplift,61437.66,51838.02,0.6,floored,102396.1,3113.15,2645.33,0.0,0.0,0.0,
0612-1,530.0,False,flat_uplift,0.0,flat_uplift,32824.55,27695.72,0.6,floored,54707.58,1663.27,1413.33,0.0,0.0,0.0,
681,351.0,False,flat_uplift,0.0,flat_uplift,24455.84,18341.88,0.8,floored,40759.73,1239.22,1053.0,0.0,0.0,0.0,
683,357.0,False,flat_uplift,0.0,flat_uplift,24873.89,18655.42,0.8,floored,41456.48,1260.4,1071.0,0.0,0.0,0.0,
627,3638.0,False,flat_uplift,0.0,flat_uplift,204189.63,190107.58,0.45,floored,340316.05,10346.63,8791.83,0.0,0.0,0.0,
0611-1,440.0,False,flat_uplift,0.0,flat_uplift,30656.89,22992.67,0.8,floored,51094.82,1553.44,1320.0,0.0,0.0,0.0,
0600-1,230.0,False,flat_uplift,0.0,flat_uplift,16025.19,12018.9,0.8,floored,26708.65,812.02,690.0,0.0,0.0,0.0,
0601-1,354.0,False,flat_uplift,0.0,flat_uplift,24664.87,18498.65,0.8,floored,41108.12,1249.81,1062.0,0.0,0.0,0.0,
0613-1,645.0,False,flat_uplift,0.0,flat_uplift,39946.86,33705.17,0.6,floored,66578.1,2024.17,1720.0,0.0,0.0,0.0,
614,838.0,False,flat_uplift,0.0,flat_uplift,51899.95,43790.59,0.6,floored,86499.92,2629.86,2234.67,0.0,0.0,0.0,
624,508.0,False,flat_uplift,0.0,flat_uplift,31462.02,26546.08,0.6,floored,52436.7,1594.23,1354.67,0.0,0.0,0.0,
625,647.0,False,flat_uplift,0.0,flat_uplift,40070.73,33809.68,0.6,floored,66784.55,2030.45,1725.33,0.0,0.0,0.0,
0621-1,1213.0,False,flat_uplift,0.0,flat_uplift,75124.87,63386.61,0.6,floored,125208.12,3806.7,3234.67,0.0,0.0,0.0,
0602x1,196.0,False,flat_uplift,0.0,flat_uplift,13656.25,10242.19,0.8,floored,22760.42,691.98,588.0,0.0,0.0,0.0,
0603x1,196.0,False,flat_uplift,0.0,flat_uplift,13656.25,10242.19,0.8,floored,22760.42,691.98,588.0,0.0,0.0,0.0,
0604-1x1,196.0,False,flat_uplift,0.0,flat_uplift,13656.25,10242.19,0.8,floored,22760.42,691.98,588.0,0.0,0.0,0.0,
0607-1-X1,318.0,False,flat_uplift,0.0,flat_uplift,22156.57,16617.43,0.8,floored,36927.62,1122.71,954.0,0.0,0.0,0.0,
0609x1,318.0,False,flat_uplift,0.0,flat_uplift,22156.57,16617.43,0.8,floored,36927.62,1122.71,954.0,0.0,0.0,0.0,
0611-1x1,350.0,False,flat_uplift,0.0,flat_uplift,24386.17,18289.62,0.8,floored,40643.62,1235.69,1050.0,0.0,0.0,0.0,
ST0519-1,1966.0,False,flat_uplift,0.0,flat_uplift,121760.51,102735.43,0.6,floored,202934.18,6169.81,5242.67,0.0,0.0,0.0,
ST0513,1605.0,True,exact,0.4567,dims_scaled,120328.34,120328.34,0.9368,,200547.23,6097.24,5181.0,15000,15549.59,6530.83,
ST0522,678.0,True,exact,0.0842,dims_scaled,73483.65,73794.47,1.8,capped,122472.75,3723.54,3164.0,15000,8301.32,3486.55,
ST0524,589.0,True,exact,0.1841,dims_scaled,63837.56,69326.82,1.8,capped,106395.93,3234.75,2748.67,15000,7605.42,3194.28,
ST0525,780.0,True,exact,0.2257,dims_scaled,78914.71,78914.71,1.6137,,131524.52,3998.74,3397.85,15000,9098.86,3821.52,
ST0500,600.0,True,exact,0.1443,dims_scaled,65029.78,69879.01,1.8,capped,108382.97,3295.17,2800.0,15000,7691.43,3230.4,
WD1425,553.0,True,exact,0.1604,dims_scaled,59935.78,67519.68,1.8,capped,99892.97,3037.05,2580.67,15000,7323.94,3076.05,
ST0528,1790.0,True,exact,0.189,dims_scaled,129615.03,129615.03,0.8707,,216025.05,6567.81,5580.86,15000,16996.11,7138.37,
ST0529,1996.0,True,exact,0.2414,dims_scaled,139955.89,139955.89,0.8115,,233259.82,7091.8,6026.11,15000,18606.84,7814.87,
ST0530-1,3077.0,False,flat_uplift,0.0,flat_uplift,172702.44,160791.93,0.45,floored,287837.4,8751.12,7436.08,0.0,0.0,0.0,
ST0531,5442.0,True,exact,0.0914,dims_scaled,312939.37,312939.37,0.4856,,521565.62,15857.16,13474.29,15000,45551.3,19131.55,
